inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
IDTHHVGJHBCNJG	InChI=1S/C12H6N2O8/c15-9(16)3-1-2-4(10(17)18)6-5(3)7(11(19)20)13-14-8(6)12(21)22/h1-2H,(H,15,16)(H,17,18)(H,19,20)(H,21,22)	C12H6N2O8	1	-208.58339160539163	phthalazine-1,4,5,8-tetracarboxylic acid	C1=C(C2=C(C(=O)O)N=NC(=C2C(=C1)C(=O)O)C(=O)O)C(=O)O	-2.32200003	""	PubChem:(20152058)
XDVKIMSAPSBVLN	InChI=1S/C12H6N2O8/c15-9(16)3-1-5-6(2-4(3)10(17)18)14-8(12(21)22)7(13-5)11(19)20/h1-2H,(H,15,16)(H,17,18)(H,19,20)(H,21,22)	C12H6N2O8	2	-213.7662841733376	quinoxaline-2,3,6,7-tetracarboxylic acid	C1=C2C(=CC(=C1C(=O)O)C(=O)O)N=C(C(=N2)C(=O)O)C(=O)O	-2.56599998	""	PubChem:(22152545)
DDTFBJXXQGRZHU	InChI=1S/C12H6N2O8/c15-11(16)5-1-7-8(10(3-5)14(21)22)2-6(12(17)18)4-9(7)13(19)20/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	3	-226.76229336216068	""	C1=C2C(=C(C=C1C(=O)O)N(=O)=O)C=C(C=C2N(=O)=O)C(=O)O	2.30200005	""	PubChem:(10828445)
MKEQWEGPWYZYDW	InChI=1S/C12H6N2O8/c15-11(16)8-3-6(13(19)20)1-5-2-7(14(21)22)4-9(10(5)8)12(17)18/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	4	-235.3663753173308	3,6-dinitronaphthalene-1,8-dicarboxylic acid	C1=C(C=C(C2=C(C=C(C=C12)N(=O)=O)C(=O)O)C(=O)O)N(=O)=O	2.30200005	""	PubChem:(13851037)
DXOIIIDMSSNUAJ	InChI=1S/C12H6N2O8/c15-11(16)6-1-2-9(14(21)22)7-3-5(13(19)20)4-8(10(6)7)12(17)18/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	5	-235.37942052551548	""	C1=C(C2=C(C=C(C=C2C(=C1)N(=O)=O)N(=O)=O)C(=O)O)C(=O)O	2.30200005	""	PubChem:(88777191)
RMKHWWSQVNKRDC	InChI=1S/C12H6N2O8/c15-11(16)5-1-3-7(13(19)20)10-8(14(21)22)4-2-6(9(5)10)12(17)18/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	6	-242.62338830681767	4,5-dinitronaphthalene-1,8-dicarboxylic Acid	C1=C(C2=C(C(=C1)N(=O)=O)C(=CC=C2C(=O)O)N(=O)=O)C(=O)O	2.30200005	""	PubChem:(5123728)
TVTQXNKRCUTKNG	InChI=1S/C7H14N2O6P2/c1-2-8-3-4-9(6-8)5-7(16(10,11)12)17(13,14)15/h3-4,6-7H,2,5H2,1H3,(H3-,10,11,12,13,14,15)	C7H14N2O6P2	7	-246.8235926691106	""	CC[N+]1=CN(C=C1)CC(P(=O)(O)O)P(=O)(O)[O-]	-1.89100003	""	PubChem:(71624189 71624190 121350797)
WRHQEDZRKRWMKJ	InChI=1S/C6H13N4O6P/c7-4(5(11)12)3-16-17(13,14)15-2-1-10-6(8)9/h3H,1-2,7H2,(H,11,12)(H,13,14)(H4,8,9,10)	C6H13N4O6P	8	-248.44977630774974	""	C(COP(=O)(O)OC=C(C(=O)O)N)NC(=N)N	-4.08400011	""	KEGG Mine
YDCIJTQVBOGRGS	InChI=1S/C12H8N2O9/c1-4-5-2-6(11(16)17)12(18)23-10(5)9(14(21)22)7(3-15)8(4)13(19)20/h2,15H,3H2,1H3,(H,16,17)	C12H8N2O9	9	-249.89146175899623	""	CC1=C(C(=C(C2=C1C=C(C(=O)O)C(=O)O2)N(=O)=O)CO)N(=O)=O	0.935000002	""	PubChem:(89307655)
INLGZKSPLRCGFR	InChI=1S/C12H8N2O9/c1-4-5-3-6(11(15)16)12(17)23-9(5)8(14(20)21)10(22-2)7(4)13(18)19/h3H,1-2H3,(H,15,16)	C12H8N2O9	10	-252.2224291021705	7-methoxy-5-methyl-6,8-dinitro-2-oxochromene-3-carboxylic acid	CC1=C(C(=C(C2=C1C=C(C(=O)O)C(=O)O2)N(=O)=O)OC)N(=O)=O	1.66100001	""	PubChem:(58668557)
UTNHMXDNCCJMEW	InChI=1S/C12H6N2O8/c15-11(16)9-5-2-1-3-7(13(19)20)6(5)4-8(14(21)22)10(9)12(17)18/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	11	-259.16444070608753	""	C1=CC2=C(C(=C(C=C2C(=C1)N(=O)=O)N(=O)=O)C(=O)O)C(=O)O	2.30200005	""	PubChem:(20330085)
VUHJASOWBLXVRJ	InChI=1S/C12H6N2O8/c15-11(16)5-1-2-7-6(3-5)4-8(13(19)20)9(12(17)18)10(7)14(21)22/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	12	-260.20342964282236	1,3-dinitronaphthalene-2,6-dicarboxylic acid	C1=CC2=C(C(=C(C=C2C=C1C(=O)O)N(=O)=O)C(=O)O)N(=O)=O	2.30200005	""	PubChem:(17943895)
NNJWCTCGVORJTE	InChI=1S/C12H8N2O9/c1-21-11(15)8-6-3-5(13(17)18)4-7(14(19)20)9(6)23-10(8)12(16)22-2/h3-4H,1-2H3	C12H8N2O9	13	-260.8896870800886	""	COC(=O)C1=C(C(=O)OC)OC2=C1C=C(C=C2N(=O)=O)N(=O)=O	1.65199995	""	PubChem:(13001114)
WLDCVOKFPRGPMS	InChI=1S/C8H8N6O5/c15-3(16)1-9-5-6(10-2-4(17)18)12-8-7(11-5)13-19-14-8/h1-2H2,(H,15,16)(H,17,18)(H,9,11,13)(H,10,12,14)	C8H8N6O5	14	-267.10124925108147	""	C(C(=O)O)NC1=NC2=NON=C2N=C1NCC(=O)O	-2.30800009	""	PubChem:(68493968)
SBXZGBFAHMFPSK	InChI=1S/C12H6N2O8/c15-11(16)9-7-2-1-6(13(19)20)3-5(7)4-8(14(21)22)10(9)12(17)18/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	15	-270.10102127401206	""	C1=CC2=C(C(=C(C=C2C=C1N(=O)=O)N(=O)=O)C(=O)O)C(=O)O	2.30200005	""	PubChem:(20202768)
RNJMDNBYBLDEDX	InChI=1S/C9H9N4O5P/c10-13-6-4-2-1-3-5(6)11-7(9(13)15)8(14)12-19(16,17)18/h1-4H,10H2,(H3,12,14,16,17,18)	C9H9N4O5P	16	-270.4623121533301	""	C1=CC2=C(C=C1)N(C(=O)C(=N2)C(=NP(=O)(O)O)O)N	-1.70200002	""	PubChem:(126704732)
VWHOZHPRAFDSNM	InChI=1S/C12H8N2O9/c1-2-22-12(17)8-4-7(15)5-3-6(13(18)19)10(16)9(14(20)21)11(5)23-8/h3-4,16H,2H2,1H3	C12H8N2O9	17	-273.07859574261425	ethyl 7-hydroxy-6,8-dinitro-4-oxochromene-2-carboxylate	CCOC(=O)C1=CC(=O)C2=C(C(=C(C(=C2)N(=O)=O)O)N(=O)=O)O1	3.14499998	""	PubChem:(626651)
BWTAGLKWSCIDNC	InChI=1S/C7H14N2O6P2/c1-3-4-6(5-9-2)7(8,16(10,11)12)17(13,14)15/h3-5H,2,8H2,1H3,(H2,10,11,12)(H2,13,14,15)	C7H14N2O6P2	18	-275.809350769851	""	CC=CC(=CN=C)C(N)(P(=O)(O)O)P(=O)(O)O	-3.64100003	""	PubChem:(123602913)
ZBIMUAIZVVODLR	InChI=1S/C12H6N2O8/c15-11(16)6-4-8(14(21)22)10-5(9(6)12(17)18)2-1-3-7(10)13(19)20/h1-4H,(H,15,16)(H,17,18)	C12H6N2O8	19	-277.7376454734481	""	C1=CC(=C2C(=C1)C(=C(C=C2N(=O)=O)C(=O)O)C(=O)O)N(=O)=O	2.30200005	""	PubChem:(20330072)
LHFDXTKVBLMYJH	InChI=1S/C12H4N2O7/c15-11-8-3-6(13(17)18)1-5-2-7(14(19)20)4-9(10(5)8)12(16)21-11/h1-4H	C12H4N2O7	20	-278.44668399593536	5,8-Dinitro-1H,3H-benzo[de]isochromene-1,3-dione	C1=C(C=C2C3=C(C=C(C=C13)N(=O)=O)C(=O)OC2=O)N(=O)=O	2.57299995	""	PubChem:(607684)
RYGZSTWNUXKZQM	InChI=1S/C12H8N2O9/c1-2-22-11(16)6-3-5-4-7(13(18)19)9(15)8(14(20)21)10(5)23-12(6)17/h3-4,15H,2H2,1H3	C12H8N2O9	21	-279.53253487460626	""	CCOC(=O)C1=CC2=C(C(=C(C(=C2)N(=O)=O)O)N(=O)=O)OC1=O	3.14499998	""	PubChem:(87238993)
NXENQFKCQULOQT	InChI=1S/C4H12N4O8P2/c5-3-1-2-4(9,17(12,13)8(10)11)18(14,15)16-7-6/h6,9H,1-3,5H2,(H,12,13)(H,14,15)	C4H12N4O8P2	22	-281.443133903718	""	C(CC(O)(P(=O)(N(=O)=O)O)P(=O)(O)ON=N)CN	-2.94000006	""	PubChem:(89984171)
VZLHAZPXCRCIIW	InChI=1S/C12H4N2O7/c15-11-6-1-2-9(14(19)20)7-3-5(13(17)18)4-8(10(6)7)12(16)21-11/h1-4H	C12H4N2O7	23	-286.45688947976925	""	C1=C2C3=C(C=C(C=C3C(=C1)N(=O)=O)N(=O)=O)C(=O)OC2=O	2.57299995	""	PubChem:(87786009)
