inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
XVLMGRAFGPIAFJ	InChI=1S/C40H49N7O9/c1-23(2)16-31(37(53)43-21-35(50)51)45-38(54)33(17-24-8-4-3-5-9-24)46-40(56)34(22-48)47-39(55)32(18-25-12-14-27(49)15-13-25)44-36(52)29(41)19-26-20-42-30-11-7-6-10-28(26)30/h3-15,20,23,29,31-34,42,48-49H,16-19,21-22,41H2,1-2H3,(H,43,53)(H,44,52)(H,45,54)(H,46,56)(H,47,55)(H,50,51)	C40H49N7O9	1	-283.02856254620684	""	CC(C)CC(C(=NCC(=O)O)O)N=C(C(CC1=CC=CC=C1)N=C(C(CO)N=C(C(CC2=CC=C(C=C2)O)N=C(C(CC3=CNC4=C3C=CC=C4)N)O)O)O)O	0.272000015	""	PubChem:(10240499)
WYTMTPQLYTXLRQ	InChI=1S/C34H53N11O12/c1-17(33(56)57)41-30(53)23(11-13-26(49)50)43-31(54)21(9-6-14-39-34(37)38)44-32(55)27(18(2)46)45-25(48)16-40-29(52)22(10-12-24(36)47)42-28(51)20(35)15-19-7-4-3-5-8-19/h3-5,7-8,17-18,20-23,27,46H,6,9-16,35H2,1-2H3,(H2,36,47)(H,40,52)(H,41,53)(H,42,51)(H,43,54)(H,44,55)(H,45,48)(H,49,50)(H,56,57)(H4,37,38,39)	C34H53N11O12	2	-300.4502074971084	(4S)-4-[[(2S)-2-[[(2S,3R)-2-[[2-[[(2S)-5-amino-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-5-oxopentanoyl]amino]acetyl]amino]-3-hydroxybutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-[[(1S)-1-carboxyethyl]amino]-5-oxopentanoic acid	CC(C(=O)O)N=C(C(CCC(=O)O)N=C(C(CCCNC(=N)N)N=C(C(C(C)O)N=C(CN=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O	-4.16099977	""	PubChem:(11343351)
MMCWPSCMVMDOBN	InChI=1S/C29H51N13O13/c1-11(44)38-21-23(50)22(49)16(10-43)55-28(21)42-19(47)8-15(26(53)37-9-20(48)39-14(24(33)51)7-18(32)46)41-27(54)13(4-5-17(31)45)40-25(52)12(30)3-2-6-36-29(34)35/h12-16,21-23,28,43,49-50H,2-10,30H2,1H3,(H2,31,45)(H2,32,46)(H2,33,51)(H,37,53)(H,38,44)(H,39,48)(H,40,52)(H,41,54)(H,42,47)(H4,34,35,36)	C29H51N13O13	3	-305.78401498156796	(2S)-N-[(2S)-4-[[(2R,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-1-[[2-[[(2S)-1,4-diamino-1,4-dioxobutan-2-yl]amino]-2-oxoethyl]amino]-1,4-dioxobutan-2-yl]-2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]pentanediamide	CC(=NC1C(C(C(CO)OC1N=C(CC(C(=NCC(=NC(CC(=N)O)C(=N)O)O)O)N=C(C(CCC(=N)O)N=C(C(CCCNC(=N)N)N)O)O)O)O)O)O	-4.04199982	""	PubChem:(11764245)
KEPLLFCRIRVVRF	InChI=1S/C34H53N11O12/c1-16(2)12-22(31(54)45-24(33(56)57)15-26(37)48)44-29(52)20(4-3-11-40-34(38)39)41-30(53)21(9-10-25(36)47)42-32(55)23(13-17-5-7-18(46)8-6-17)43-28(51)19(35)14-27(49)50/h5-8,16,19-24,46H,3-4,9-15,35H2,1-2H3,(H2,36,47)(H2,37,48)(H,41,53)(H,42,55)(H,43,51)(H,44,52)(H,45,54)(H,49,50)(H,56,57)(H4,38,39,40)	C34H53N11O12	4	-306.60045879290305	(3S)-3-amino-4-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-hydroxy-1,4-dioxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-4-oxobutanoic acid	CC(C)CC(C(=NC(CC(=N)O)C(=O)O)O)N=C(C(CCCNC(=N)N)N=C(C(CCC(=N)O)N=C(C(CC1=CC=C(C=C1)O)N=C(C(CC(=O)O)N)O)O)O)O	-2.53900003	""	PubChem:(444682);biological
JGSSCHBCCOKKNH	InChI=1S/C40H49N7O9/c1-24(48)34(46-35(50)28(41)20-25-12-5-2-6-13-25)38(53)43-29(21-26-14-7-3-8-15-26)36(51)44-30(23-33(42)49)39(54)47-19-11-18-32(47)37(52)45-31(40(55)56)22-27-16-9-4-10-17-27/h2-10,12-17,24,28-32,34,48H,11,18-23,41H2,1H3,(H2,42,49)(H,43,53)(H,44,51)(H,45,52)(H,46,50)(H,55,56)	C40H49N7O9	5	-308.03337299518284	""	CC(C(C(=NC(CC1=CC=CC=C1)C(=NC(CC(=N)O)C(=O)N2CCCC2C(=NC(CC3=CC=CC=C3)C(=O)O)O)O)O)N=C(C(CC4=CC=CC=C4)N)O)O	-0.202999994	""	PubChem:(10305978)
LYYYXCAPLLTQST	InChI=1S/C40H53N7O11/c1-40(2,3)58-39(56)43-22-32(49)41-24-34(51)46-18-8-13-31(46)36(53)45-28(20-25-10-6-5-7-11-25)37(54)47-19-9-12-30(47)35(52)42-23-33(50)44-29(38(55)57-4)21-26-14-16-27(48)17-15-26/h5-7,10-11,14-17,28-31,48H,8-9,12-13,18-24H2,1-4H3,(H,41,49)(H,42,52)(H,43,56)(H,44,50)(H,45,53)	C40H53N7O11	6	-309.3813272112229	methyl (2S)-3-(4-hydroxyphenyl)-2-[[2-[[(2S)-1-[(2S)-2-[[(2S)-1-[2-[[2-[(2-methylpropan-2-yl)oxycarbonylamino]acetyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]acetyl]amino]propanoate	CC(C)(C)OC(=NCC(=NCC(=O)N1CCCC1C(=NC(CC2=CC=CC=C2)C(=O)N3CCCC3C(=NCC(=NC(CC4=CC=C(C=C4)O)C(=O)OC)O)O)O)O)O	1.52999997	""	PubChem:(11593047)
KFWSHWLBJNGDMN	InChI=1S/C40H49N7O9/c1-22-35(49)41-23(2)36(50)44-30(18-25-6-11-28(48)12-7-25)38(52)43-24(3)37(51)45-31-19-26-8-13-29(14-9-26)56-34-21-27(10-15-33(34)55-17-16-47(4)5)20-32(39(53)42-22)46-40(31)54/h6-15,21-24,30-32,48H,16-20H2,1-5H3,(H,41,49)(H,42,53)(H,43,52)(H,44,50)(H,45,51)(H,46,54)	C40H49N7O9	7	-309.43045538868216	""	CC1C(=NC(C)C(=NC(CC2=CC=C(C=C2)O)C(=NC(C)C(=NC3CC4=CC=C(C=C4)OC5=CC(=CC=C5OCCN(C)C)CC(C(=N1)O)N=C3O)O)O)O)O	2.1559999	""	PubChem:(10078918)
VKQDWPKLEQBILF	InChI=1S/C41H47N11O6/c42-37(55)33(20-27-22-47-31-10-5-4-9-30(27)31)51-38(56)32(11-6-18-46-41(43)44)50-39(57)34(19-26-7-2-1-3-8-26)52-40(58)35(21-28-23-45-24-48-28)49-36(54)17-14-25-12-15-29(53)16-13-25/h1-5,7-10,12-17,22-24,32-35,47,53H,6,11,18-21H2,(H2,42,55)(H,45,48)(H,49,54)(H,50,57)(H,51,56)(H,52,58)(H4,43,44,46)	C41H47N11O6	8	-310.44530808758725	""	C1=CC=C(C=C1)CC(C(=NC(CCCNC(=N)N)C(=NC(CC2=CNC3=C2C=CC=C3)C(=N)O)O)O)N=C(C(CC4=CN=CN4)N=C(C=CC5=CC=C(C=C5)O)O)O	3.71399999	""	PubChem:(56850937)
PCUWCRQNNCFCNB	InChI=1S/C34H53N11O12/c1-3-17(2)27(36)32(55)45-23(16-46)31(54)42-20(12-18-8-5-4-6-9-18)30(53)43-21(14-26(49)50)28(51)40-15-25(48)41-19(10-7-11-39-34(37)38)29(52)44-22(33(56)57)13-24(35)47/h4-6,8-9,17,19-23,27,46H,3,7,10-16,36H2,1-2H3,(H2,35,47)(H,40,51)(H,41,48)(H,42,54)(H,43,53)(H,44,52)(H,45,55)(H,49,50)(H,56,57)(H4,37,38,39)	C34H53N11O12	9	-318.5458698015314	""	CCC(C)C(C(=NC(CO)C(=NC(CC1=CC=CC=C1)C(=NC(CC(=O)O)C(=NCC(=NC(CCCNC(=N)N)C(=NC(CC(=N)O)C(=O)O)O)O)O)O)O)O)N	-4.11299992	""	PubChem:(66549039)
YGIKMMSZFWHICM	InChI=1S/C40H49N7O9/c1-23(2)16-31(37(52)47-33(40(55)56)18-25-12-14-27(49)15-13-25)45-38(53)32(17-24-8-4-3-5-9-24)46-39(54)34(22-48)44-35(50)21-43-36(51)29(41)19-26-20-42-30-11-7-6-10-28(26)30/h3-15,20,23,29,31-34,42,48-49H,16-19,21-22,41H2,1-2H3,(H,43,51)(H,44,50)(H,45,53)(H,46,54)(H,47,52)(H,55,56)	C40H49N7O9	10	-323.522721130722	""	CC(C)CC(C(=NC(CC1=CC=C(C=C1)O)C(=O)O)O)N=C(C(CC2=CC=CC=C2)N=C(C(CO)N=C(CN=C(C(CC3=CNC4=C3C=CC=C4)N)O)O)O)O	0.272000015	""	PubChem:(46183949)
