inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
OHMMONILFHIRSU	InChI=1S/C12H21N9O6/c13-16-7(22)1-4-19-10(25)20(5-2-8(23)17-14)12(27)21(11(19)26)6-3-9(24)18-15/h1-6,13-15H2,(H,16,22)(H,17,23)(H,18,24)	C12H21N9O6	1	-3038.3066685553936	3-[3,5-bis(3-hydrazinyl-3-oxopropyl)-2,4,6-trioxo-1,3,5-triazinan-1-yl]propanehydrazide	C(CN1C(=O)N(CCC(=NN)O)C(=O)N(CCC(=NN)O)C1=O)C(=NN)O	-3.375	""	PubChem:(11773609)
ACPYZRUDFOKLTA	InChI=1S/C12H21N9O6/c13-16-7(4-22)1-19-10(25)20(2-8(5-23)17-14)12(27)21(11(19)26)3-9(6-24)18-15/h4-9,16-18H,1-3,13-15H2	C12H21N9O6	2	-3060.5823300688835	""	C(C(C=O)NN)N1C(=O)N(CC(C=O)NN)C(=O)N(CC(C=O)NN)C1=O	-4.34700012	""	PubChem:(87831354)
VNVUZQKIQDSHBD	InChI=1S/C16H23N3O7/c1-2-18(10-15(23)24)11(16(25)26)5-3-4-8-17-12(20)9-19-13(21)6-7-14(19)22/h6-7,11H,2-5,8-10H2,1H3,(H,17,20)(H,23,24)(H,25,26)	C16H23N3O7	3	-3079.823154814059	""	CCN(CC(=O)O)C(CCCCN=C(CN1C(=O)C=CC1=O)O)C(=O)O	-0.726999998	""	PubChem:(122418743)
JLRIPWLXFQDCRR	InChI=1S/C16H25N3O8/c1-8(2)14(16(27)18-10(7-20)6-13(24)25)19-15(26)11(17-9(3)21)4-5-12(22)23/h7-8,10-11,14H,4-6H2,1-3H3,(H,17,21)(H,18,27)(H,19,26)(H,22,23)(H,24,25)	C16H25N3O8	4	-3096.166500797872	""	CC(C)C(C(=NC(CC(=O)O)C=O)O)N=C(C(CCC(=O)O)N=C(C)O)O	-0.785000026	""	PubChem:(23597220 58594553)
OJQXZEXCPCWIEA	InChI=1S/C16H25N3O8/c20-9-6-12(22)17-8-2-1-3-11(18-13(23)7-10-21)16(26)27-19-14(24)4-5-15(19)25/h11,20-21H,1-10H2,(H,17,22)(H,18,23)	C16H25N3O8	5	-3097.1336949005736	""	C(CCN=C(CCO)O)CC(C(=O)ON1C(=O)CCC1=O)N=C(CCO)O	-2.3599999	""	PubChem:(89992676)
CGBBGWGXNXBKQQ	InChI=1S/C16H25N3O8/c1-3-25-15(23)17-10-6-5-7-11(18-16(24)26-4-2)14(22)27-19-12(20)8-9-13(19)21/h11H,3-10H2,1-2H3,(H,17,23)(H,18,24)	C16H25N3O8	6	-3097.4614537624802	(2,5-dioxopyrrolidin-1-yl) 2,6-bis(ethoxycarbonylamino)hexanoate	CCOC(=NCCCCC(C(=O)ON1C(=O)CCC1=O)N=C(O)OCC)O	0.586000025	""	PubChem:(58841279)
CTTLYWTXRPEGPJ	InChI=1S/C16H23N3O7/c1-16(2,3)26-15(24)19-11(13(20)21)12(14(22)23)25-7-8-4-9(17)6-10(18)5-8/h4-6,11-12H,7,17-18H2,1-3H3,(H,19,24)(H,20,21)(H,22,23)	C16H23N3O7	7	-3100.0154295993466	""	CC(C)(C)OC(=NC(C(C(=O)O)OCC1=CC(=CC(=C1)N)N)C(=O)O)O	-1.949	""	PubChem:(67548406)
PNSGKWAHUYBDAI	InChI=1S/C16H25N3O8/c1-16(2,3)27-15(24)18-6-8(20)19-12-10(11(12)14(23)26-5)13(22)17-7-9(21)25-4/h10-12H,6-7H2,1-5H3,(H,17,22)(H,18,24)(H,19,20)	C16H25N3O8	8	-3105.976468255795	""	CC(C)(C)OC(=NCC(=NC1C(C1C(=O)OC)C(=NCC(=O)OC)O)O)O	-0.558000028	""	PubChem:(101714542 101714543)
NRWIUVFRFKJGIF	InChI=1S/C16H23N3O7/c1-11(2)24-16(22)25-12(3)26-17-19(23)18(4)14(15(20)21)10-13-8-6-5-7-9-13/h5-9,11-12,14H,10H2,1-4H3,(H,20,21)	C16H23N3O7	9	-3105.977098762703	""	CC(C)OC(=O)OC(C)ON=N(=O)N(C)C(CC1=CC=CC=C1)C(=O)O	1.57000005	""	PubChem:(89920171)
KHZUDFXOWOOYCW	InChI=1S/C16H23N3O7/c1-16(2,3)26-15(22)24-11-25-17-19(23)18(4)13(14(20)21)10-12-8-6-5-7-9-12/h5-9,13H,10-11H2,1-4H3,(H,20,21)	C16H23N3O7	10	-3108.792960268957	""	CC(C)(C)OC(=O)OCON=N(=O)N(C)C(CC1=CC=CC=C1)C(=O)O	1.52699995	""	PubChem:(89916960)
