inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
GUAHPAJOXVYFON	InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	1	-57.92097692298368	8-amino-7-oxononanoate	CC(C(=O)CCCCCC(=O)O)N	0.261999995	""	training set;HMDB:(37790);KNApSAcK:(758);Natural Products:(UNPD76434);PubChem:(173 448124 5460197 25244029 36688192 36688193 36688194 101264144);CHEBI:(12266 15830 57532);KEGG:(C01092);biological;Plantcyc:(8-AMINO-7-OXONONANOATE);YMDB:(905)
AUHDNYDRXUNBSA	InChI=1S/C9H17NO3/c1-2-7(11)5-3-4-6-8(10)9(12)13/h8H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	2	-69.79124166863632	""	CCC(=O)CCCCC(C(=O)O)N	-2.11500001	""	PubChem:(87534403)
BQXIMOMNVYVSCK	InChI=1S/C9H17NO3/c1-7(11)8(10)5-3-2-4-6-9(12)13/h8H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	3	-72.59089509430542	""	CC(=O)C(CCCCCC(=O)O)N	0.367000014	""	EcoCyc Mine;PubChem:(100975368);YMDB Mine;KEGG Mine
ZKPDRIXODCRYCN	InChI=1S/C9H19NO4/c1-6(10)9(14)7(11)4-2-3-5-8(12)13/h6-7,9,11,14H,2-5,10H2,1H3,(H,12,13)	C9H19NO4	4	-79.768667738608	""	CC(C(C(CCCCC(=O)O)O)O)N	-0.836000025	""	EcoCyc Mine;YMDB Mine;KEGG Mine
MFOPVJLVDFGZSF	InChI=1S/C9H17NO3/c1-2-3-4-7(10)8(11)5-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	5	-81.44632870547989	""	CCCCC(C(=O)CCC(=O)O)N	0.47299999	""	PubChem:(89620765)
LWVIUUDRNSFDCM	InChI=1S/C9H17NO3/c1-2-4-8(11)7(10)5-3-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	6	-82.77775303183519	""	CCCC(=O)C(CCCC(=O)O)N	0.261999995	""	PubChem:(88663608)
JPTXVWCBMWCZEP	InChI=1S/C9H17NO3/c1-7(11)5-3-2-4-6-8(10)9(12)13/h8H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	7	-83.9689403857256	""	CC(=O)CCCCCC(C(=O)O)N	-1.79900002	""	PubChem:(87782803 88898041)
AWGBUZUCLJMVFY	InChI=1S/C9H17NO3/c1-2-3-4-5-8(11)7(10)6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	8	-88.04404260119557	""	CCCCCC(=O)C(CC(=O)O)N	0.684000015	""	PubChem:(57155259 89340848)
LSWPEQUBPCYRNZ	InChI=1S/C9H17NO3/c1-2-3-4-5-7(11)6-8(10)9(12)13/h8H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	9	-89.75418803250926	""	CCCCCC(=O)CC(C(=O)O)N	-1.48199999	""	PubChem:(87173809 89334110)
FBTAVKSJSRZYGL	InChI=1S/C9H17NO3/c1-6(2)5-7(10)8(11)3-4-9(12)13/h6-7H,3-5,10H2,1-2H3,(H,12,13)	C9H17NO3	10	-97.25333070606187	""	CC(C)CC(C(=O)CCC(=O)O)N	0.412	""	PubChem:(58220249)
SIHJFNVYVDSZHA	InChI=1S/C9H17NO3/c1-2-3-4-8(11)7(10)5-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	C9H17NO3	11	-97.78018196330564	""	CCCCC(=O)C(CCC(=O)O)N	0.47299999	""	PubChem:(118242554)
KKQVZTIXWUMMAP	InChI=1S/C9H15NO2/c1-2-3-4-5-6-7-8(10)9(11)12/h1,8H,3-7,10H2,(H,11,12)	C9H15NO2	12	-100.50814909007971	""	C#CCCCCCC(C(=O)O)N	-0.755999982	""	PubChem:(87403983 87403984 87404293)
JTDLUOCDUOMYDM	InChI=1S/C9H17NO3/c10-7-3-5-8(11)4-1-2-6-9(12)13/h1-7,10H2,(H,12,13)	C9H17NO3	13	-103.6286491315644	""	C(CCC(=O)O)CC(=O)CCCN	-0.317000002	""	PubChem:(96625884)
