inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
DRFYLKKRKFWUPN	InChI=1S/C6H10N6O3/c1-2(4(13)10-7)8-3-5(14)9-6(15)12-11-3/h2H,7H2,1H3,(H,8,11)(H,10,13)(H2,9,12,14,15)	C6H10N6O3	1	-207.9548887937113	Oprea1_196178	CC(C(=NN)O)NC1=NN=C(N=C1O)O	-0.063000001	""	PubChem:(1425007 1425008 2787157)
TWUBPSNGASYQSG	InChI=1S/C6H10N6O3/c7-10-3(13)1-2-8-4-5(14)9-6(15)12-11-4/h1-2,7H2,(H,8,11)(H,10,13)(H2,9,12,14,15)	C6H10N6O3	2	-207.9567738310045	Oprea1_551560	C(CNC1=NN=C(N=C1O)O)C(=NN)O	-0.00200000009	""	PubChem:(1425006)
XSMZBTLPBGWBJU	InChI=1S/C5H14N2O7/c1-4(13-6(9)10)5(2-3-8)14-7(11)12/h4-5,8-12H,2-3H2,1H3	C5H14N2O7	3	-208.74090133236044	""	CC(C(CCO)ON(O)O)ON(O)O	-2.48399997	""	PubChem:(88559714)
WEOXIBUBLMDCAC	InChI=1S/C6H10N6O3/c1-3(5-9-11-12-10-5)8-6(15)7-2-4(13)14/h3H,2H2,1H3,(H,13,14)(H2,7,8,15)(H,9,10,11,12)	C6H10N6O3	4	-216.47331840264522	""	CC(C1=NNN=N1)NC(=NCC(=O)O)O	-0.187000006	""	PubChem:(61869690)
NTDFIJDZSGJYGS	InChI=1S/C6H10N6O3/c7-4(14)10-3-2(13)1-9-6(11-3)12-5(8)15/h1,4,13-14H,7H2,(H4,8,9,10,11,12,15)	C6H10N6O3	5	-217.09870382086064	""	C1=C(C(=NC(N)O)NC(=N1)NC(=N)O)O	0.240999997	""	PubChem:(91111725);biological
ZKKHQSDQYDTONH	InChI=1S/C6H10N6O3/c7-5(14)9-2-1-8-3-4(13)10-6(15)12-11-3/h1-2H2,(H,8,11)(H3,7,9,14)(H2,10,12,13,15)	C6H10N6O3	6	-217.23987718059098	""	C(CNC(=N)O)NC1=NN=C(N=C1O)O	0.363999993	""	PubChem:(79033540)
KMHRCYRNKIOPMG	InChI=1S/C6H10N6O3/c13-5(14)1-2-7-6(15)8-3-4-9-11-12-10-4/h1-3H2,(H,13,14)(H2,7,8,15)(H,9,10,11,12)	C6H10N6O3	7	-222.80574975733663	""	C(CN=C(NCC1=NNN=N1)O)C(=O)O	-0.209000006	""	PubChem:(61868491)
DENVNWKWZCVKHN	InChI=1S/C6H10N6O3/c7-11-6-4(12(14)15)5(8-1-2-13)9-3-10-6/h3,13H,1-2,7H2,(H2,8,9,10,11)	C6H10N6O3	8	-222.90898927390006	""	C(CO)NC1=NC=NC(=C1N(=O)=O)NN	0.483999997	""	PubChem:(80931682)
QBYYIGCDSXWZKW	InChI=1S/C6H10N6O3/c1-2-4(5(13)9-7)11-3-8-6(10-11)12(14)15/h3-4H,2,7H2,1H3,(H,9,13)	C6H10N6O3	9	-224.3659590937123	""	CCC(C(=NN)O)N1C=NC(=N1)N(=O)=O	0.064000003	""	PubChem:(63577794)
WOLWLODWIRDLSY	InChI=1S/C6H10N6O3/c7-4-10-5(8)12-6(11-4)9-3(15)2(14)1-13/h1,3,13-15H,(H5,7,8,9,10,11,12)	C6H10N6O3	10	-225.10103876753556	""	C(=C(C(N=C1NC(=N)NC(=N)N1)O)O)O	1.48800004	""	PubChem:(88519543)
YXUDHYQEQLZBTE	InChI=1S/C6H10N6O3/c1-12-10-5(9-11-12)8-6(15)7-3-2-4(13)14/h2-3H2,1H3,(H,13,14)(H2,7,8,10,15)	C6H10N6O3	11	-227.55403872846838	""	CN1NC(=NC(=NCCC(=O)O)O)N=N1	-0.995000005	""	PubChem:(81584635)
OCNUTVQVRPWWTP	InChI=1S/C6H10N6O3/c7-9-5(13)2-1-3-11-4-8-6(10-11)12(14)15/h4H,1-3,7H2,(H,9,13)	C6H10N6O3	12	-227.6885781356652	""	C(CC(=NN)O)CN1C=NC(=N1)N(=O)=O	-0.30399999	""	PubChem:(63578148)
VLWQHFLFXJEESN	InChI=1S/C6H10N6O3/c7-11-6-9-3-4(12(14)15)5(10-6)8-1-2-13/h3,13H,1-2,7H2,(H2,8,9,10,11)	C6H10N6O3	13	-228.74482611089834	""	C(CO)N=C1C(=CN=C(N1)NN)N(=O)=O	-0.509000003	""	PubChem:(108146798)
GNXVXLFWAZFFMM	InChI=1S/C6H10N6O3/c1-2-3-11(13)5-8-4(7)9-6(10-5)12(14)15/h2,13-15H,1,3H2,(H2,7,8,9,10)	C6H10N6O3	14	-233.1561190280111	""	C=CCN(C1=NC(=N)N=C(N1)N(O)O)O	-1.76400006	""	PubChem:(88519542)
