inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
AJDDGTNGQAWESU	InChI=1S/C25H41N9O12/c1-13-22(40)26-12-21(39)29-18(6-9-33(45)15(3)36)24(42)31-19(7-10-34(46)16(4)37)25(43)30-17(5-8-32(44)14(2)35)23(41)27-11-20(38)28-13/h13,17-19,44-46H,5-12H2,1-4H3,(H,26,40)(H,27,41)(H,28,38)(H,29,39)(H,30,43)(H,31,42)	C25H41N9O12	1	-304.76827311925956	""	CC1C(=NCC(=NC(CCN(C(=O)C)O)C(=NC(CCN(C(=O)C)O)C(=NC(CCN(C(=O)C)O)C(=NCC(=N1)O)O)O)O)O)O	-5.32700014	""	PubChem:(58599918 58901570)
XOUJXSXKDKJLLP	InChI=1S/C31H37N11O6/c1-17(39-29(46)21(32)11-19-7-9-20(43)10-8-19)28(45)35-13-24(44)40-23(12-18-5-3-2-4-6-18)31(48)41-30(47)22(33)14-42-16-38-25-26(34)36-15-37-27(25)42/h2-10,15-17,21-23,43H,11-14,32-33H2,1H3,(H,35,45)(H,39,46)(H,40,44)(H2,34,36,37)(H,41,47,48)	C31H37N11O6	2	-316.21585649411895	""	CC(C(=NCC(=NC(CC1=CC=CC=C1)C(=O)N=C(C(CN2C=NC3=C2N=CN=C3N)N)O)O)O)N=C(C(CC4=CC=C(C=C4)O)N)O	-0.100000001	""	PubChem:(24832810)
HXYOBTUTCSQYCL	InChI=1S/C24H41N11O11/c1-10(19(41)35-14(23(45)46)8-18(39)40)32-22(44)12(3-2-6-30-24(28)29)33-17(38)9-31-21(43)13(4-5-15(26)36)34-20(42)11(25)7-16(27)37/h10-14H,2-9,25H2,1H3,(H2,26,36)(H2,27,37)(H,31,43)(H,32,44)(H,33,38)(H,34,42)(H,35,41)(H,39,40)(H,45,46)(H4,28,29,30)	C24H41N11O11	3	-332.5868542610571	(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-5-amino-2-[[(2S)-2,4-diamino-4-oxobutanoyl]amino]-5-oxopentanoyl]amino]acetyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoyl]amino]butanedioic acid	CC(C(=NC(CC(=O)O)C(=O)O)O)N=C(C(CCCNC(=N)N)N=C(CN=C(C(CCC(=N)O)N=C(C(CC(=N)O)N)O)O)O)O	-5.64699984	""	PubChem:(11636027)
MZFOAPULZAYUSH	InChI=1S/C25H41N9O12/c1-11(35)30-12(5-6-17(27)36)21(41)32-15(9-19(29)38)23(43)34-16(10-20(39)40)24(44)33-14(8-18(28)37)22(42)31-13(25(45)46)4-2-3-7-26/h12-16H,2-10,26H2,1H3,(H2,27,36)(H2,28,37)(H2,29,38)(H,30,35)(H,31,42)(H,32,41)(H,33,44)(H,34,43)(H,39,40)(H,45,46)	C25H41N9O12	4	-332.6493059367395	""	CC(=NC(CCC(=N)O)C(=NC(CC(=N)O)C(=NC(CC(=O)O)C(=NC(CC(=N)O)C(=NC(CCCCN)C(=O)O)O)O)O)O)O	-4.9369998	""	PubChem:(71576503)
DFOHNJLQOCYEFG	InChI=1S/C30H41N7O10/c1-14(26(42)36-21(12-23(39)40)29(45)37-10-6-9-22(37)30(46)47)33-27(43)20(11-17-13-32-19-8-5-4-7-18(17)19)35-25(41)15(2)34-28(44)24(31)16(3)38/h4-5,7-8,13-16,20-22,24,32,38H,6,9-12,31H2,1-3H3,(H,33,43)(H,34,44)(H,35,41)(H,36,42)(H,39,40)(H,46,47)	C30H41N7O10	5	-350.0882724130964	""	CC(C(=NC(CC(=O)O)C(=O)N1CCCC1C(=O)O)O)N=C(C(CC2=CNC3=C2C=CC=C3)N=C(C(C)N=C(C(C(C)O)N)O)O)O	-3.39100003	""	PubChem:(46175766)
SBOIBPPZEWWYFA	InChI=1S/C27H41N9O13/c1-11(22(43)34-17(8-18(29)38)25(46)33-15(27(48)49)4-6-20(41)42)32-24(45)16(7-13-9-30-10-31-13)35-26(47)21(12(2)37)36-23(44)14(28)3-5-19(39)40/h9-12,14-17,21,37H,3-8,28H2,1-2H3,(H2,29,38)(H,30,31)(H,32,45)(H,33,46)(H,34,43)(H,35,47)(H,36,44)(H,39,40)(H,41,42)(H,48,49)	C27H41N9O13	6	-360.9566481015534	""	CC(C(=NC(CC(=N)O)C(=NC(CCC(=O)O)C(=O)O)O)O)N=C(C(CC1=CN=CN1)N=C(C(C(C)O)N=C(C(CCC(=O)O)N)O)O)O	-6.23799992	""	PubChem:(91974434)
VKJTXTSNHHDXOY	InChI=1S/C30H41N7O10/c1-2-6-20(35-29(45)23(15-38)37-27(43)19-9-5-10-31-19)26(42)33-14-24(39)34-21(12-25(40)41)28(44)36-22(30(46)47)11-16-13-32-18-8-4-3-7-17(16)18/h3-4,7-8,13,19-23,31-32,38H,2,5-6,9-12,14-15H2,1H3,(H,33,42)(H,34,39)(H,35,45)(H,36,44)(H,37,43)(H,40,41)(H,46,47)	C30H41N7O10	7	-386.72280455597286	""	CCCC(C(=NCC(=NC(CC(=O)O)C(=NC(CC1=CNC2=C1C=CC=C2)C(=O)O)O)O)O)N=C(C(CO)N=C(C3CCCN3)O)O	-0.963999987	""	PubChem:(10009562)
WLQDQFRUAUCBLN	InChI=1S/C30H41N7O10/c31-25(14-24-2-1-7-32-15-24)30(46)34-47-21-23-5-3-22(4-6-23)16-33-26(39)17-35(8-9-36(12-13-38)18-27(40)41)10-11-37(19-28(42)43)20-29(44)45/h1-7,13,15,25H,8-12,14,16-21,31H2,(H,33,39)(H,34,46)(H,40,41)(H,42,43)(H,44,45)	C30H41N7O10	8	-398.41756491557976	""	C1=CN=CC(=C1)CC(C(=NOCC2=CC=C(C=C2)CN=C(CN(CCN(CC=O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)O)O)N	-3.44000006	""	PubChem:(89145140)
DBBQYQRFADIGRM	InChI=1S/C30H41N7O10/c1-5-47-30(46)33-17(4)26(42)35-22(10-18-6-8-21(39)9-7-18)28(44)37-25(16(2)3)29(45)36-23(11-19-13-31-15-32-19)27(43)34-20(14-38)12-24(40)41/h6-9,13-17,20,22-23,25,39H,5,10-12H2,1-4H3,(H,31,32)(H,33,46)(H,34,43)(H,35,42)(H,36,45)(H,37,44)(H,40,41)	C30H41N7O10	9	-399.9367980091745	""	CCOC(=NC(C)C(=NC(CC1=CC=C(C=C1)O)C(=NC(C(C)C)C(=NC(CC2=CN=CN2)C(=NC(CC(=O)O)C=O)O)O)O)O)O	0.523999989	""	PubChem:(10032314)
XMQKDCMXYGRWBI	InChI=1S/C30H41N7O10/c1-30(2,3)47-29(42)34-22(18-45-13-12-44-11-10-43-4)14-36(16-24(39)40)23(38)15-37-20-33-25-26(31-19-32-27(25)37)35-28(41)46-17-21-8-6-5-7-9-21/h5-9,19-20,22H,10-18H2,1-4H3,(H,34,42)(H,39,40)(H,31,32,35,41)	C30H41N7O10	10	-410.245249784282	""	CC(C)(C)OC(=NC(CN(CC(=O)O)C(=O)CN1C=NC2=C1N=CN=C2N=C(O)OCC3=CC=CC=C3)COCCOCCOC)O	-0.326999992	""	PubChem:(53388393)
