inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
PUJBJVITGBMCAX	InChI=1S/C20H34O5/c1-3-5-8-11-17(21)15-14-16(4-2)18(20(24)25)12-9-6-7-10-13-19(22)23/h4,14-18,21H,2-3,5-13H2,1H3,(H,22,23)(H,24,25)	C20H34O5	1	-3035.0862957872555	""	CCCCCC(C=CC(C=C)C(CCCCCCC(=O)O)C(=O)O)O	5.03999996	""	KEGG Mine
CIMMACURCPXICP	InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-18,21-22H,2-11,14H2,1H3,(H,24,25)	C20H34O5	2	-3035.2034894821472	Prostaglandin D1	CCCCCC(C=CC1C(CCCCCCC(=O)O)C(CC1=O)O)O	3.42000008	""	KEGG:(C06438);biological;HMDB:(5102);Natural Products:(UNPD116882);PubChem:(205449 5229064 5280936 6393891 9906610 13477020 25791544 25791545 35021067 35021068 35021074 35021075 40473161 51520485 53394370 57369589 57903342 124356262 124489950 124489951 124583812 125109723 125109722);CHEBI:(27696 79010)
GMVPRGQOIOIIMI	InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-17,19,21,23H,2-11,14H2,1H3,(H,24,25)	C20H34O5	3	-3035.530293453129	Palux-d4	CCCCCC(C=CC1C(CCCCCCC(=O)O)C(=O)CC1O)O	3.30599999	""	training set;HMDB:(4686);Natural Products:(UNPD13979 UNPD96386 UNPD99070 UNPD117201 UNPD134255 UNPD164609 UNPD169021);PubChem:(214 12943 149351 638043 3246814 3246906 5280723 5283056 5283098 5283212 5353401 6433212 6604280 6604890 7048582 9798703 10499025 11530481 11865410 12041747 12314575 12314571 12314573 15922487 16219825 20849127 22795200 24011717 26436132 35021508 35021513 40467052 40575691 53846674 53846675 53846677 57187768 57346995 57646372 57903343 59294048 59294056 70422115 71684376 71751857 71775459 88767576 88819430 90873384 91194239 91460085 91574554 92209244 92317591 92402338 92402339 92449756 124351258 124426262 124508322 124524503 124932649);CHEBI:(15544 92915 57397);KEGG:(C04741);biological;Plantcyc:(ALPROSTADIL);Biocyc:(ALPROSTADIL)
ZWILWBKOPALTAJ	InChI=1S/C20H34O5/c1-3-5-8-11-17(21)15-14-16(4-2)18(20(24)25)12-9-6-7-10-13-19(22)23/h4,14-15,17-18,21H,3,5-13H2,1-2H3,(H,22,23)(H,24,25)	C20H34O5	4	-3038.792638584901	""	CCCCCC(C=CC(=CC)C(CCCCCCC(=O)O)C(=O)O)O	4.8499999	""	KEGG Mine
ODXKHDPGBMLFMZ	InChI=1S/C20H34O5/c1-2-3-9-13-18(22)19(23)14-11-8-6-4-5-7-10-12-17(21)15-16-20(24)25/h4-5,8,10-12,17-19,21-23H,2-3,6-7,9,13-16H2,1H3,(H,24,25)	C20H34O5	5	-3040.546950475513	""	CCCCCC(C(CC=CCC=CCC=CC(CCC(=O)O)O)O)O	3.95300007	""	KEGG Mine
SILXMQXPFFNTPG	InChI=1S/C20H34O5/c1-2-3-9-18(22)19(23)14-12-15-11-13-17(21)16(15)8-6-4-5-7-10-20(24)25/h12,14-16,18-19,22-23H,2-11,13H2,1H3,(H,24,25)	C20H34O5	6	-3040.667793906005	""	CCCCC(C(C=CC1CCC(=O)C1CCCCCCC(=O)O)O)O	3.09500003	""	PubChem:(70589092)
VNDKQAQXJOBNTA	InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3,6,12-13,15-19,21-23H,2,4-5,7-11,14H2,1H3,(H,24,25)	C20H34O5	7	-3040.852992084252	""	CCC=CCC(C=CC1C(CCCCCCC(=O)O)C(CC1O)O)O	3.20300007	""	PubChem:(57903344 90919535)
XBPABIKPESSJKY	InChI=1S/C20H34O5/c1-2-3-8-15-19(25-24)16-11-6-4-9-13-18(21)14-10-5-7-12-17-20(22)23/h4,6,9,11,13,16,18-19,21,24H,2-3,5,7-8,10,12,14-15,17H2,1H3,(H,22,23)	C20H34O5	8	-3041.31711781291	""	CCCCCC(C=CC=CC=CC(CCCCCCC(=O)O)O)OO	4.85400009	""	PubChem:(118042615 123550869)
LFAFGSQZJHCVIM	InChI=1S/C20H34O5/c1-2-3-8-13-18(21)14-9-4-5-10-15-19(25-24)16-11-6-7-12-17-20(22)23/h4-5,9-10,14-15,18-19,21,24H,2-3,6-8,11-13,16-17H2,1H3,(H,22,23)	C20H34O5	9	-3041.31711781291	""	CCCCCC(C=CC=CC=CC(CCCCCCC(=O)O)OO)O	4.85400009	""	PubChem:(118042402 123284418)
MMCDAUJLOCQGQH	InChI=1S/C20H34O5/c1-2-3-7-11-18(21)15-13-17(14-16-20(24)25)10-8-5-4-6-9-12-19(22)23/h13-15,18,21H,2-12,16H2,1H3,(H,22,23)(H,24,25)	C20H34O5	10	-3041.5517450715897	""	CCCCCC(C=CC(=CCC(=O)O)CCCCCCCC(=O)O)O	5.0999999	""	KEGG Mine
