inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
NVOHIUJDROVFLI	InChI=1S/C27H36N8O4/c1-3-4-5-6-7-14-29-22(36)13-12-21(26(38)39)34-25(37)18-8-10-19(11-9-18)30-15-20-16-31-24-23(33-20)17(2)32-27(28)35-24/h8-11,16,21,30H,2-7,12-15H2,1H3,(H,29,36)(H,34,37)(H,38,39)(H3,28,31,32,35)	C27H36N8O4	1	-3040.5550013101056	""	CCCCCCCN=C(CCC(C(=O)O)NC(=O)C1=CC=C(C=C1)NCC2=CNC3=NC(=N)NC(=C)C3=N2)O	4.03499985	""	PubChem:(118408570)
IRNZYNNBSMZYAH	InChI=1S/C26H40N4O8/c1-13-12-25(6,36-7)21(33)15(3)19(32)16(4)23(34)37-22-17(5)26(22)20(14(2)18(13)31)30(24(35)38-26)11-9-8-10-28-29-27/h13-17,20-22,33H,8-12H2,1-7H3	C26H40N4O8	2	-3053.1572201145605	""	CC1CC(C)(C(C(C)C(=O)C(C)C(=O)OC2C(C)C32C(C(C)C1=O)N(CCCCN=[N+]=[N-])C(=O)O3)O)OC	1.00199997	""	PubChem:(70961688 70961695)
WLLXKBGFHBTHDR	InChI=1S/C27H36N8O4/c28-23(36)22-24(29-20-10-8-19(9-11-20)26(38)34-13-15-39-16-14-34)31-27(33-32-22)35-12-4-7-21(17-35)30-25(37)18-5-2-1-3-6-18/h8-11,18,21H,1-7,12-17H2,(H2,28,36)(H,30,37)(H,29,31,33)	C27H36N8O4	3	-3063.017247054444	""	C1CCC(CC1)C(=NC2CCCN(C2)C3=NN=C(C(=O)N)C(=N3)NC4=CC=C(C=C4)C(=O)N5CCOCC5)O	2.88800001	""	PubChem:(124113357)
JORHDNZOCVYAQN	InChI=1S/C26H42N4O9/c1-16(2)20-23(33)30-11-9-10-19(30)22(32)27-18(24(34)36-6)15-38-13-8-7-12-37-14-17(21(31)29-20)28-25(35)39-26(3,4)5/h7-8,16-20H,9-15H2,1-6H3,(H,27,32)(H,28,35)(H,29,31)	C26H42N4O9	4	-3066.46753011199	methyl (3S,6S,10E,15S,18S)-6-[(2-methylpropan-2-yl)oxycarbonylamino]-2,5,17-trioxo-3-propan-2-yl-8,13-dioxa-1,4,16-triazabicyclo[16.3.0]henicos-10-ene-15-carboxylate	CC(C)C1C(=O)N2CCCC2C(=NC(COCC=CCOCC(C(=N1)O)N=C(O)OC(C)(C)C)C(=O)OC)O	1.08800006	""	PubChem:(11353421 11432876)
ZCTXNPUAHWZHES	InChI=1S/C26H42N4O9/c1-7-14(2)19(28-22(36)20-25(3,4)26(20,5)6)21(35)27-15(12-17(31)32)23(37)30(29-10-8-9-11-29)16(24(38)39)13-18(33)34/h14-16,19-20H,7-13H2,1-6H3,(H,27,35)(H,28,36)(H,31,32)(H,33,34)(H,38,39)	C26H42N4O9	5	-3066.5687398621503	""	CCC(C)C(C(=NC(CC(=O)O)C(=O)N(C(CC(=O)O)C(=O)O)N1CCCC1)O)N=C(C2C(C)(C)C2(C)C)O	1.44700003	""	PubChem:(67930155)
KOBHDVXCWTXMFJ	InChI=1S/C27H38N8O5/c28-19(14-17-8-3-1-4-9-17)24(38)34-21(15-18-10-5-2-6-11-18)25(39)35-22(16-36)26(40)33-20(23(29)37)12-7-13-32-27(30)31/h1-6,8-11,19-22,36H,7,12-16,28H2,(H2,29,37)(H,33,40)(H,34,38)(H,35,39)(H4,30,31,32)	C27H38N8O5	6	-3066.6471840626373	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxypropanoyl]amino]-5-(diaminomethylideneamino)pentanamide	C1=CC=C(C=C1)CC(C(=NC(CC2=CC=CC=C2)C(=NC(CO)C(=NC(CCCNC(=N)N)C(=N)O)O)O)O)N	1.03999996	""	PubChem:(497879);biological
XLDQJUHFDCBYLZ	InChI=1S/C27H38N8O5/c28-19(14-17-8-3-1-4-9-17)24(38)35-22(16-36)26(40)34-21(15-18-10-5-2-6-11-18)25(39)33-20(23(29)37)12-7-13-32-27(30)31/h1-6,8-11,19-22,36H,7,12-16,28H2,(H2,29,37)(H,33,39)(H,34,40)(H,35,38)(H4,30,31,32)	C27H38N8O5	7	-3066.6471840626373	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoyl]amino]-5-(diaminomethylideneamino)pentanamide	C1=CC=C(C=C1)CC(C(=NC(CO)C(=NC(CC2=CC=CC=C2)C(=NC(CCCNC(=N)N)C(=N)O)O)O)O)N	1.03999996	""	PubChem:(497867);biological
ULBSAMDDTGGICT	InChI=1S/C26H40N4O8/c31-22-10-20-23(32)24(33)21(38-20)14-29(25(34)15-1-2-15)13-18-12-28(5-8-37-18)26(35)19-9-16(27-22)11-30(19)17-3-6-36-7-4-17/h15-21,23-24,32-33H,1-14H2,(H,27,31)	C26H40N4O8	8	-3067.5296263470727	""	C1CC1C(=O)N2CC3CN(CCO3)C(=O)C4CC(CN4C5CCOCC5)N=C(CC6C(C(C(C2)O6)O)O)O	-2.13400006	""	PubChem:(100633043)
IKPVQLLBYUWEGU	InChI=1S/C26H40N4O8/c1-16(12-29-19(31)6-7-20(29)32)37-23(35)27-15-26(5)11-18(10-25(3,4)14-26)28-24(36)38-17(2)13-30-21(33)8-9-22(30)34/h16-18H,6-15H2,1-5H3,(H,27,35)(H,28,36)	C26H40N4O8	9	-3067.833681006102	""	CC(CN1C(=O)CCC1=O)OC(=NCC2(C)CC(CC(C)(C)C2)N=C(O)OC(C)CN3C(=O)CCC3=O)O	2.2980001	""	PubChem:(118911929)
CLQVCIALLBBBEZ	InChI=1S/C27H36N8O4/c1-27(2,3)21-20(6-5-11-34(21)26(37)38)35-24-19(16-29-35)23(33-12-14-39-15-13-33)31-22(32-24)17-7-9-18(10-8-17)30-25(36)28-4/h7-10,16,20-21H,5-6,11-15H2,1-4H3,(H,37,38)(H2,28,30,36)	C27H36N8O4	10	-3073.734891350277	""	CC(C)(C)C1C(CCCN1C(=O)O)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=NC)O)N5CCOCC5	4.35900021	""	PubChem:(69269383 69272894)
YXRRZPOWVVRLCO	InChI=1S/C27H36N8O4/c1-18(2)26(37)34-10-7-21(8-11-34)35-25-22(17-29-35)24(33-12-15-39-16-13-33)31-23(32-25)19-3-5-20(6-4-19)30-27(38)28-9-14-36/h3-6,17-18,21,36H,7-16H2,1-2H3,(H2,28,30,38)	C27H36N8O4	11	-3075.388803379287	""	CC(C)C(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=NCCO)O)N5CCOCC5	2.67000008	""	PubChem:(68837498)
