inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
BVMIOYSIVYRBID	InChI=1S/C9H11O3P/c1-8(2)12-13(10,11)9-6-4-3-5-7-9/h3-7H,1H2,2H3,(H,10,11)	C9H11O3P	1	-3010.138122393906	""	C=C(C)OP(=O)(C1=CC=CC=C1)O	1.75999999	""	PubChem:(87155964)
TVMLWMMHCQMOFT	InChI=1S/C9H11O3P/c1-8(10)13(11,12-2)9-6-4-3-5-7-9/h3-7H,1-2H3	C9H11O3P	2	-3015.5125173566003	Phosphinic acid, acetylphenyl-, methyl ester	CC(=O)P(=O)(C1=CC=CC=C1)OC	1.10500002	""	PubChem:(23264536)
FSYXAKHAHYLWID	InChI=1S/C9H11O3P/c1-2-8-12-13(10,11)9-6-4-3-5-7-9/h2-8H,1H3,(H,10,11)	C9H11O3P	3	-3015.888480415805	""	CC=COP(=O)(C1=CC=CC=C1)O	1.83700001	""	PubChem:(87155966)
XRNJQKKCEHOCCZ	InChI=1S/C9H11O3P/c1-2-8-13(10,11)12-9-6-4-3-5-7-9/h1,3-7H,2,8H2,(H,10,11)	C9H11O3P	4	-3017.943266903796	""	[CH]CCP(=O)(O)OC1=CC=CC=C1	1.89999998	""	PubChem:(59646370)
WLUDLTZTFZNOFB	InChI=1S/C9H11O3P/c1-2-12-13(10,11)8-9-6-4-3-5-7-9/h2-7H,1,8H2,(H,10,11)	C9H11O3P	5	-3018.7771352194427	Polyvinylbenzyl phosphonate	C=COP(=O)(CC1=CC=CC=C1)O	1.51600003	""	PubChem:(191345);biological
FVPCYKGBUGSIGM	InChI=1S/C9H11O3P/c1-2-8-13(10,11)12-9-6-4-3-5-7-9/h2-7H,1,8H2,(H,10,11)	C9H11O3P	6	-3022.4114377610085	phenoxy(prop-2-enyl)phosphinic acid	C=CCP(=O)(O)OC1=CC=CC=C1	1.53400004	""	PubChem:(58928666 71390015)
ADWLADBCCUWGBK	InChI=1S/C9H11O3P/c1-2-8-12-13(10,11)9-6-4-3-5-7-9/h2-7H,1,8H2,(H,10,11)	C9H11O3P	7	-3024.118395456857	""	C=CCOP(=O)(C1=CC=CC=C1)O	1.33500004	""	PubChem:(87531608)
HXMAXEWUQAOKGC	InChI=1S/C9H11O3P/c1-2-9(13(10,11)12)8-6-4-3-5-7-8/h2-7,9H,1H2,(H2,10,11,12)	C9H11O3P	8	-3024.6682644951206	1-phenylprop-2-enylphosphonic acid	C=CC(C1=CC=CC=C1)P(=O)(O)O	0.588	""	PubChem:(22034602)
TYCQQSGJFRRYHB	InChI=1S/C9H13O4P/c1-8(7-10)13-14(11,12)9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3,(H,11,12)	C9H13O4P	9	-3029.101320427559	""	CC(CO)OP(=O)(C1=CC=CC=C1)O	0.470999986	""	PubChem:(45113982)
CGDBSHNGJPXNLZ	InChI=1S/C9H11O3P/c1-3-13(2,10)12-11-9-7-5-4-6-8-9/h3-8H,1H2,2H3	C9H11O3P	10	-3029.2179717522795	""	C=CP(=O)(C)OOC1=CC=CC=C1	2.31200004	""	PubChem:(88379490)
CTDVGEWMMHQVLF	InChI=1S/C9H13O4P/c10-7-6-9(14(11,12)13)8-4-2-1-3-5-8/h1-5,9-10H,6-7H2,(H2,11,12,13)	C9H13O4P	11	-3029.973807915209	""	C1=CC=C(C=C1)C(CCO)P(=O)(O)O	-0.287999988	""	PubChem:(23660289)
SDEDGOALDKLRJS	InChI=1S/C9H11O3P/c1-8(13(10,11)12-2)9-6-4-3-5-7-9/h3-7H,1H2,2H3,(H,10,11)	C9H11O3P	12	-3031.0936466473786	""	C=C(C1=CC=CC=C1)P(=O)(O)OC	1.19000006	""	PubChem:(54299464)
QTFUAVQKDVYZAM	InChI=1S/C9H11O3P/c1-3-12-13(10,11)9-7-5-4-6-8(9)2/h3-7H,1H2,2H3,(H,10,11)	C9H11O3P	13	-3031.599831051564	ethenoxy-(2-methylphenyl)phosphinic acid	C=COP(=O)(C1=C(C)C=CC=C1)O	1.75	""	PubChem:(21248516)
COURNYMYRQTMQT	InChI=1S/C9H13O4P/c1-2-13-9(14(10,11)12)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H2,10,11,12)	C9H13O4P	14	-3032.1784182094616	""	CCOC(C1=CC=CC=C1)P(=O)(O)O	0.370999992	""	PubChem:(66844661)
FCIQNTYJGRLCIV	InChI=1S/C9H11O3P/c1-3-13(10,11-2)12-9-7-5-4-6-8-9/h3-8H,1H2,2H3	C9H11O3P	15	-3032.5081776671223	[ethenyl(methoxy)phosphoryl]oxybenzene	C=CP(=O)(OC)OC1=CC=CC=C1	2.06100011	""	PubChem:(21248517)
AQHMNUNBHOARJI	InChI=1S/C9H11O3P/c1-13(12,7-9(10)11)8-5-3-2-4-6-8/h2-6H,7H2,1H3,(H,10,11)	C9H11O3P	16	-3033.631397198107	2-[methyl(phenyl)phosphoryl]acetic acid	CP(=O)(CC(=O)O)C1=CC=CC=C1	1.30799997	""	PubChem:(4681523)
YWZFPUQFDQLPPG	InChI=1S/C9H11O3P/c1-7(2)8-3-5-9(6-4-8)13(10,11)12/h3-6H,1H2,2H3,(H2,10,11,12)	C9H11O3P	17	-3034.0236109697057	(4-prop-1-en-2-ylphenyl)phosphonic acid	C=C(C)C1=CC=C(C=C1)P(=O)(O)O	1.52999997	""	PubChem:(59780178)
DSIVPHIOJGYRFN	InChI=1S/C9H13O4P/c1-2-9(14(10,11)12)13-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H2,10,11,12)	C9H13O4P	18	-3034.3075870158477	1-phenoxypropylphosphonic acid	CCC(OC1=CC=CC=C1)P(=O)(O)O	0.870000005	""	PubChem:(22151507)
NXTYMISUMQGQPX	InChI=1S/C9H11O3P/c1-2-9(13(10,11)12)8-6-4-3-5-7-8/h2-7H,1H3,(H2,10,11,12)	C9H11O3P	19	-3034.7581101634487	[(Z)-1-phenylprop-1-enyl]phosphonic acid	CC=C(C1=CC=CC=C1)P(=O)(O)O	0.984000027	""	PubChem:(12916921 12916922 21765945 21765946 23418067);biological
PZAGIAVNUJCHKC	InChI=1S/C9H11O3P/c1-8(7-13(10,11)12)9-5-3-2-4-6-9/h2-7H,1H3,(H2,10,11,12)	C9H11O3P	20	-3034.7674197805673	""	CC(=CP(=O)(O)O)C1=CC=CC=C1	0.984000027	""	PubChem:(10954513 69647794)
YUQWFNYLENCUPQ	InChI=1S/C9H11O3P/c10-13(8-4-7-11-13)12-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2	C9H11O3P	21	-3035.001632084293	""	C1=CC=C(C=C1)OP2(=O)CCCO2	1.78600001	""	PubChem:(23568102)
QXIQNPKTSAKCOC	InChI=1S/C9H11O3P/c1-8-7-11-13(10,12-8)9-5-3-2-4-6-9/h2-6,8H,7H2,1H3	C9H11O3P	22	-3035.1128821179336	1,3,2-Dioxaphospholane, 4-methyl-2-phenyl-, 2-oxide	CC1COP(=O)(C2=CC=CC=C2)O1	1.48899996	""	PubChem:(15207838)
ZZGNVDNQGFNERG	InChI=1S/C9H11O3P/c1-8(13(10,11)12)7-9-5-3-2-4-6-9/h2-6H,1,7H2,(H2,10,11,12)	C9H11O3P	23	-3035.34253816547	""	C=C(CC1=CC=CC=C1)P(=O)(O)O	0.486000001	""	PubChem:(67701629)
JELOCKSRQYPXPY	InChI=1S/C9H13O4P/c1-9(10,14(11,12)13)7-8-5-3-2-4-6-8/h2-6,10H,7H2,1H3,(H2,11,12,13)	C9H13O4P	24	-3035.6062552529665	""	CC(CC1=CC=CC=C1)(O)P(=O)(O)O	-0.061999999	""	PubChem:(68635647)
QIJZCTIUACIICC	InChI=1S/C9H11O3P/c1-2-8-11-13(10)12-9-6-4-3-5-7-9/h2-7,10H,1,8H2	C9H11O3P	25	-3036.306294175636	phenyl prop-2-enyl hydrogen phosphite	C=CCOP(O)OC1=CC=CC=C1	1.722	""	PubChem:(11264069)
SDZUQPBKFKZKCN	InChI=1S/C9H11O3P/c1-2-9(12-13(10)11)8-6-4-3-5-7-8/h2-7,9-11H,1H2	C9H11O3P	26	-3036.394637222412	""	C=CC(C1=CC=CC=C1)OP(O)O	0.861000001	""	PubChem:(68794225)
GWLZKUHUCGLMBI	InChI=1S/C9H13O4P/c10-6-7-13-14(12,8-11)9-4-2-1-3-5-9/h1-5,10-11H,6-8H2	C9H13O4P	27	-3036.616130111426	Phosphinic acid, P-(hydroxymethyl)-P-phenyl-, 2-hydroxyethyl ester	C1=CC=C(C=C1)P(=O)(CO)OCCO	-0.126000002	""	PubChem:(71428583)
WKQUQKNJILXANH	InChI=1S/C9H11O3P/c1-2-13(10,11)12-8-9-6-4-3-5-7-9/h2-7H,1,8H2,(H,10,11)	C9H11O3P	28	-3036.7861615266243	""	C=CP(=O)(O)OCC1=CC=CC=C1	1.33500004	""	PubChem:(88836820)
YPAATCUNRIAADK	InChI=1S/C9H13O4P/c1-12-9(14(10,11)13-2)8-6-4-3-5-7-8/h3-7,9H,1-2H3,(H,10,11)	C9H13O4P	29	-3037.54437729889	Methyl Hydrogen (R)-[(R)-Methoxy(Phenyl)methyl]phosphonate	COC(C1=CC=CC=C1)P(=O)(O)OC	0.467000008	""	PubChem:(51049660);biological
DNRAZBSSWMBJRH	InChI=1S/C9H11O3P/c1-2-3-8-4-6-9(7-5-8)13(10,11)12/h2-7H,1H3,(H2,10,11,12)	C9H11O3P	30	-3038.054813763146	[4-[(E)-prop-1-enyl]phenyl]phosphonic acid	CC=CC1=CC=C(C=C1)P(=O)(O)O	1.66199994	""	PubChem:(22955993 74007956)
GIGVKKQESONKNY	InChI=1S/C9H13O4P/c1-8(7-14(10,11)12)13-9-5-3-2-4-6-9/h2-6,8H,7H2,1H3,(H2,10,11,12)	C9H13O4P	31	-3038.0655416301347	""	CC(CP(=O)(O)O)OC1=CC=CC=C1	0.870000005	""	PubChem:(91802320)
VQIJIQRAFWODHF	InChI=1S/C9H13O4P/c10-14(11,12)8-13-7-6-9-4-2-1-3-5-9/h1-5H,6-8H2,(H2,10,11,12)	C9H13O4P	32	-3038.1698900257197	""	C1=CC=C(C=C1)CCOCP(=O)(O)O	0.00300000003	""	PubChem:(9990872)
MYKLNEUNVNTWMW	InChI=1S/C9H13O4P/c1-2-9(13-14(10,11)12)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H2,10,11,12)	C9H13O4P	33	-3038.876296853469	""	CCC(C1=CC=CC=C1)OP(=O)(O)O	0.865999997	""	PubChem:(66791052)
AFCCIBZPLPKVOE	InChI=1S/C9H11O3P/c10-9(11)6-7-13(12)8-4-2-1-3-5-8/h1-5,12H,6-7H2,(H,10,11)	C9H11O3P	34	-3039.62527076838	""	C1=CC=C(C=C1)P(CCC(=O)O)O	1.07000005	""	PubChem:(11183211)
SBOKKHHGFHWMGZ	InChI=1S/C9H11O3P/c10-13(11,12)9-3-1-2-8(6-9)7-4-5-7/h1-3,6-7H,4-5H2,(H2,10,11,12)	C9H11O3P	35	-3039.7175038347664	""	C1=CC(=CC(=C1)C2CC2)P(=O)(O)O	1.26600003	""	PubChem:(89001123)
GWAWSUABRIPLAT	InChI=1S/C9H13O4P/c1-2-12-14(11,8-10)13-9-6-4-3-5-7-9/h3-7,10H,2,8H2,1H3	C9H13O4P	36	-3040.5629860680797	[ethoxy(phenoxy)phosphoryl]methanol	CCOP(=O)(CO)OC1=CC=CC=C1	0.994000018	""	PubChem:(58652314)
VZHOTZFOEWTWKS	InChI=1S/C9H11O3P/c1-13(11,8-7-10)12-9-5-3-2-4-6-9/h2-7H,8H2,1H3	C9H11O3P	37	-3040.9118723727443	""	CP(=O)(CC=O)OC1=CC=CC=C1	1.71000004	""	PubChem:(87176370)
YMJNTRRMSFYYTC	InChI=1S/C9H11O3P/c1-3-13(10,11)12-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3,(H,10,11)	C9H11O3P	38	-3041.3760222261812	""	C=CP(=O)(O)OC1=CC=C(C)C=C1	1.97899997	""	PubChem:(118440968)
WRXFONORSZHETC	InChI=1S/C9H13O4P/c1-8(2)12-14(10,11)13-9-6-4-3-5-7-9/h3-8H,1-2H3,(H,10,11)	C9H13O4P	39	-3041.397516594672	Isopropyl phenyl phosphate	CC(C)OP(=O)(O)OC1=CC=CC=C1	1.59099996	""	PubChem:(93246 22566757)
HYDWMGFZXFADKD	InChI=1S/C9H11O3P/c1-7-2-4-8(5-3-7)13(12)6-9(10)11/h2-5,13H,6H2,1H3,(H,10,11)	C9H11O3P	40	-3041.8330972998842	""	CC1=CC=C(C=C1)P(=O)CC(=O)O	1.21700001	""	PubChem:(101627750)
KZFFCTUPAOZNDB	InChI=1S/C9H13O4P/c1-3-11-13-14(2,10)12-9-7-5-4-6-8-9/h4-8H,3H2,1-2H3	C9H13O4P	41	-3041.8915292873953	""	CCOOP(=O)(C)OC1=CC=CC=C1	2.25200009	""	PubChem:(87176729)
OECCEFXMNQKERN	InChI=1S/C9H13O4P/c1-12-14(11,13-2)9(10)8-6-4-3-5-7-8/h3-7,9-10H,1-2H3	C9H13O4P	42	-3042.086429746466	dimethoxyphosphoryl(phenyl)methanol	COP(=O)(C(C1=CC=CC=C1)O)OC	0.467000008	""	PubChem:(238882 10910925 12495976);biological
FHNUFHJKOSDXNI	InChI=1S/C9H11O3P/c10-13(11-7-4-8-12-13)9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2	C9H11O3P	43	-3042.4282531653585	1,3,2-Dioxaphosphorinane, 2-phenyl-, 2-oxide	C1=CC=C(C=C1)P2(=O)OCCCO2	1.38699996	""	PubChem:(602089)
RYVYNGVGWJOPTN	InChI=1S/C9H13O4P/c10-14(11,12)7-6-13-8-9-4-2-1-3-5-9/h1-5H,6-8H2,(H2,10,11,12)	C9H13O4P	44	-3043.1801280193044	Phosphonic acid, [2-(phenylmethoxy)ethyl]-	C1=CC=C(C=C1)COCCP(=O)(O)O	0.202999994	""	PubChem:(59131708)
NCQTYWHCJSYVJY	InChI=1S/C9H11O3P/c1-2-3-8-4-6-9(7-5-8)13(10,11)12/h2,4-7H,1,3H2,(H2,10,11,12)	C9H11O3P	45	-3043.211500588577	""	C=CCC1=CC=C(C=C1)P(=O)(O)O	1.49399996	""	PubChem:(67861576)
SWJZOAUVWDAXNW	InChI=1S/C9H11O3P/c1-12-13(10,11)8-7-9-5-3-2-4-6-9/h2-8H,1H3,(H,10,11)	C9H11O3P	46	-3044.657082605052	""	COP(=O)(C=CC1=CC=CC=C1)O	1.32200003	""	PubChem:(101074761 121305838)
XYQQZFNCEUWJOV	InChI=1S/C9H11O3P/c10-13(11,12)8-4-7-9-5-2-1-3-6-9/h1-6,8H,7H2,(H2,10,11,12)	C9H11O3P	47	-3044.6914919815545	""	C1=CC=C(C=C1)CC=CP(=O)(O)O	0.948000014	""	PubChem:(18676593)
VHZWEKCJVAMSEY	InChI=1S/C9H13O4P/c10-7-14(12,8-11)13-6-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2	C9H13O4P	48	-3044.7061977261	""	C1=CC=C(C=C1)COP(=O)(CO)CO	-0.291999996	""	PubChem:(68615151)
AIWAKBITCLOITM	InChI=1S/C9H11O3P/c10-13(11,12)8-4-7-9-5-2-1-3-6-9/h1-7H,8H2,(H2,10,11,12)	C9H11O3P	49	-3044.711862733162	""	C1=CC=C(C=C1)C=CCP(=O)(O)O	0.795000017	""	PubChem:(11063391)
VTNHYTFEKBGFRH	InChI=1S/C9H11O3P/c1-12-13(2,11)9(10)8-6-4-3-5-7-8/h3-7H,1-2H3	C9H11O3P	50	-3045.203952966761	[methoxy(methyl)phosphoryl]-phenylmethanone	COP(=O)(C)C(=O)C1=CC=CC=C1	1.36600006	""	PubChem:(2785350)
IOJIJSNOXLZOGC	InChI=1S/C9H13O4P/c1-8(10)7-13-14(11,12)9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3,(H,11,12)	C9H13O4P	51	-3045.3952480694675	""	CC(COP(=O)(C1=CC=CC=C1)O)O	0.470999986	""	PubChem:(45113981 101495601)
OXZJYXNHVVDCNM	InChI=1S/C9H13O4P/c1-12-9(13-2)14(10,11)8-6-4-3-5-7-8/h3-7,9H,1-2H3,(H,10,11)	C9H13O4P	52	-3045.7204391325745	""	COC(OC)P(=O)(C1=CC=CC=C1)O	0.566999972	""	PubChem:(68721101)
WGYDCXXXZGOVLE	InChI=1S/C9H11O3P/c1-7-4-3-5-9(6-7)8(2)13(10,11)12/h3-6H,2H2,1H3,(H2,10,11,12)	C9H11O3P	53	-3045.912636244097	""	CC1=CC=CC(=C1)C(=C)P(=O)(O)O	1.10800004	""	PubChem:(90950354);biological
NNPPIEFCQYRUBB	InChI=1S/C9H11O3P/c1-2-4-9(5-3-1)8-12-13-10-6-7-11-13/h1-5H,6-8H2	C9H11O3P	54	-3046.1130827009356	ACMC-20mekg	C1=CC=C(C=C1)COP2OCCO2	1.20899999	""	PubChem:(13973546)
JIYCJWDHHSPMDM	InChI=1S/C9H13O4P/c1-2-12-14(10,11)13-8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3,(H,10,11)	C9H13O4P	55	-3046.229764815258	benzyl ethyl hydrogen phosphate	CCOP(=O)(O)OCC1=CC=CC=C1	0.924000025	""	PubChem:(431116 59427271)
GTOMKQMEUXJYIJ	InChI=1S/C9H11O3P/c1-8-7-10-13(11-8)12-9-5-3-2-4-6-9/h2-6,8H,7H2,1H3	C9H11O3P	56	-3046.3555046530428	4-methyl-2-phenoxy-1,3,2-dioxaphospholane	CC1COP(O1)OC2=CC=CC=C2	1.87600005	""	PubChem:(271728 92161932 92161933)
NSTPRRQUMJAJRO	InChI=1S/C9H13O4P/c10-7-3-5-8-4-1-2-6-9(8)14(11,12)13/h1-2,4,6,10H,3,5,7H2,(H2,11,12,13)	C9H13O4P	57	-3046.5152966290007	""	C1=CC(=C(C=C1)P(=O)(O)O)CCCO	-0.0939999968	""	PubChem:(69927547)
OEOBYEQVLRCXRH	InChI=1S/C9H11O3P/c10-13(7-11-6-12-8-13)9-4-2-1-3-5-9/h1-5H,6-8H2	C9H11O3P	58	-3046.587260702382	5-phenyl-1,3,5$l^{5}-dioxaphosphinane 5-oxide	C1=CC=C(C=C1)P2(=O)COCOC2	0.89200002	""	PubChem:(23272288)
SGKDQOFCDWRJNF	InChI=1S/C9H13O4P/c1-8(13-14(10,11)12)7-9-5-3-2-4-6-9/h2-6,8H,7H2,1H3,(H2,10,11,12)	C9H13O4P	59	-3046.732664111835	""	CC(CC1=CC=CC=C1)OP(=O)(O)O	0.600000024	""	PubChem:(67547316)
CGZYDJWJRRTEIK	InChI=1S/C9H13O4P/c1-9(13-2,14(10,11)12)8-6-4-3-5-7-8/h3-7H,1-2H3,(H2,10,11,12)	C9H13O4P	60	-3046.8920712423255	ACMC-20lnnq	CC(C1=CC=CC=C1)(OC)P(=O)(O)O	0.0579999983	""	PubChem:(13202563)
