inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
DPQKIKAYLYUURV	InChI=1S/C29H23N5O3/c1-17-30-22-12-6-3-9-19(22)26-25(20-10-4-7-13-23(20)34(17)26)31-24(35)16-33-27(36)29(32-28(33)37)15-14-18-8-2-5-11-21(18)29/h2-13H,14-16H2,1H3,(H,31,35)(H,32,37)	C29H23N5O3	1	-2997.8037824125254	""	CC1=NC2=C(C=CC=C2)C3=C(C4=C(C=CC=C4)N13)N=C(CN5C(=O)C6(CCC7=C6C=CC=C7)N=C5O)O	5.16499996	""	PubChem:(55344948)
JEOXQDQTNWVJDE	InChI=1S/C24H23N7O5/c1-13(33)27-19-5-2-14(10-26-19)17-3-4-18-21(28-17)22-16(11-25-18)23(35)29-24(36)31(22)15-6-8-30(9-7-15)20(34)12-32/h2-5,10-11,15,32H,6-9,12H2,1H3,(H,26,27,33)(H,29,35,36)	C24H23N7O5	2	-2999.9628566163537	""	CC(=NC1=NC=C(C=C1)C2=CC=C3C(=N2)C4=C(C=N3)C(=NC(=O)N4C5CCN(CC5)C(=O)CO)O)O	0.107000001	""	PubChem:(90077689)
BWZVLDPCVIXBCR	InChI=1S/C29H23N5O3/c1-29(22-12-9-19-6-2-3-7-21(19)16-22)27(36)34(28(37)32-29)18-26(35)30-23-13-10-20(11-14-23)24-17-33-15-5-4-8-25(33)31-24/h2-17H,18H2,1H3,(H,30,35)(H,32,37)	C29H23N5O3	3	-3005.4609886396606	""	CC1(C2=CC3=C(C=CC=C3)C=C2)C(=O)N(CC(=O)NC4=CC=C(C=C4)C5=CN6C=CC=CC6=N5)C(=N1)O	5.81599998	""	PubChem:(24582246)
ATOSBXFYKKGPQH	InChI=1S/C29H23N5O3/c35-27(33-15-14-20-10-5-7-13-25(20)33)16-21-11-4-6-12-23(21)31-28(36)22-18-30-26-17-24(32-34(26)29(22)37)19-8-2-1-3-9-19/h1-13,17-18,32H,14-16H2,(H,31,36)	C29H23N5O3	4	-3013.9217356601375	""	C1=CC=C(C=C1)C2=CC3=NC=C(C(=NC4=C(C=CC=C4)CC(=O)N5CCC6=C5C=CC=C6)O)C(=O)N3N2	4.04300022	""	PubChem:(96430982)
SWUBLWLPMJWPQE	InChI=1S/C24H23N7O5/c1-36-23(35)18(10-13-2-8-17(32)9-3-13)29-21(33)14-4-6-15(7-5-14)26-11-16-12-27-20-19(28-16)22(34)31-24(25)30-20/h2-9,12,18,26,32H,10-11H2,1H3,(H,29,33)(H3,25,27,30,31,34)	C24H23N7O5	5	-3015.4495378052493	""	COC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=NC(=N)N4)O	1.94099998	""	PubChem:(12804972 12804973)
QWLNFFGITDBRBY	InChI=1S/C29H25N5O4/c1-19-11-13-22(14-12-19)31-27(36)18-34-28(37)24(32-29(34)38)15-20-16-33(25-10-6-5-9-23(20)25)17-26(35)30-21-7-3-2-4-8-21/h2-16H,17-18H2,1H3,(H,30,35)(H,31,36)(H,32,38)	C29H25N5O4	6	-3018.6157186512987	""	CC1=CC=C(C=C1)NC(=O)CN2C(=O)C(=CC3=CN(CC(=NC4=CC=CC=C4)O)C5=C3C=CC=C5)N=C2O	4.11199999	""	PubChem:(126030923)
UNKSVIXJAUUUPM	InChI=1S/C29H23N5O3/c1-29(21-16-15-19-9-5-6-10-20(19)17-21)26(36)33(28(37)32-29)18-25(35)31-27-30-23-13-7-8-14-24(23)34(27)22-11-3-2-4-12-22/h2-17H,18H2,1H3,(H,32,37)(H,30,31,35)	C29H23N5O3	7	-3018.8199697127307	""	CC1(C2=CC3=C(C=CC=C3)C=C2)C(=O)N(CC(=NC4=NC5=C(C=CC=C5)N4C6=CC=CC=C6)O)C(=N1)O	5.13999987	""	PubChem:(112837246)
VGXWRUPZXWHRMQ	InChI=1S/C29H23N5O3/c35-27(33-14-13-21-10-4-5-12-25(21)33)16-19-7-6-11-22(15-19)31-28(36)23-18-30-26-17-24(32-34(26)29(23)37)20-8-2-1-3-9-20/h1-12,15,17-18,32H,13-14,16H2,(H,31,36)	C29H23N5O3	8	-3019.9641360931687	""	C1=CC=C(C=C1)C2=CC3=NC=C(C(=NC4=CC(=CC=C4)CC(=O)N5CCC6=C5C=CC=C6)O)C(=O)N3N2	4.04300022	""	PubChem:(96430977)
UBRHOFLFOPOISB	InChI=1S/C29H23N5O3/c35-27(23-18-30-26-16-24(32-34(26)29(23)37)20-6-2-1-3-7-20)31-17-19-10-12-22(13-11-19)28(36)33-15-14-21-8-4-5-9-25(21)33/h1-13,16,18,32H,14-15,17H2,(H,31,35)	C29H23N5O3	9	-3020.991832706473	""	C1=CC=C(C=C1)C2=CC3=NC=C(C(=NCC4=CC=C(C=C4)C(=O)N5CCC6=C5C=CC=C6)O)C(=O)N3N2	4.14499998	""	PubChem:(96430972)
MVJSRLRHIVEYAA	InChI=1S/C29H23N5O3/c1-19-10-12-23(13-11-19)31-27(35)18-34-28(36)25(32-29(34)37)14-22-17-33(26-9-5-4-8-24(22)26)16-21-7-3-2-6-20(21)15-30/h2-14,17H,16,18H2,1H3,(H,31,35)(H,32,37)	C29H23N5O3	10	-3023.3952843853194	2-[4-({1-[(2-cyanophenyl)methyl]indol-3-yl}methylene)-2,5-dioxo(1,3-diazolidin yl)]-N-(4-methylphenyl)acetamide	CC1=CC=C(C=C1)NC(=O)CN2C(=O)C(=CC3=CN(CC4=C(C=CC=C4)C#N)C5=C3C=CC=C5)N=C2O	4.50500011	""	PubChem:(16468096 23098956 72182292)
