inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
HZNCQHDZHHNKPL	InChI=1S/C5H8O3/c1-2-3-8-4-5(6)7/h1H,2-4H2,(H,6,7)	C5H8O3	1	-76.36809396883017	""	[CH]CCOCC(=O)O	0.182999998	""	PubChem:(57941047)
BYYYEOMMIGRDST	InChI=1S/C5H6O2/c1-3-4-7-5(2)6/h1-2H3	C5H6O2	2	-80.00846214250508	prop-1-ynyl acetate	CC#COC(=O)C	1.20000005	""	PubChem:(13323303)
SDVVLIIVFBKBMG	InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h2-4H,1H2,(H,6,7)	C5H6O2	3	-83.6033524913522	ACMC-20appi	C=CC=CC(=O)O	0.906000018	""	biological;PubChem:(95516 642034 10654177 11966230 12217631 73155734 86306380);CHEBI:(37331 35964 37322);KEGG Mine
NEOPYIBVKJWHMN	InChI=1S/C5H6O2/c6-4-2-1-3-5-7/h1-2,4-5H,3H2	C5H6O2	4	-85.72130472309796	2-Pentenedial	C(=CC=O)CC=O	0.221000001	""	PubChem:(192727 6443717);biological;KEGG Mine
LFMZGLJNFRZVBS	InChI=1S/C5H6O2/c6-4-2-1-3-5-7/h1-3H2	C5H6O2	5	-86.25777514632584	glutaryl	C(C[C-]=O)CC#[O+]	1.87899995	""	PubChem:(53627945)
MGYLSOGBKPCZJD	InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h2,4H,1H3,(H,6,7)	C5H6O2	6	-87.01985664145455	2,3-Pentadienoic acid	CC=C=CC(=O)O	2.5539999	""	PubChem:(18321748)
JOOXCMJARBKPKM	InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)	C5H8O3	7	-88.06707991757443	levulate	CC(=O)CCC(=O)O	-0.444999993	""	HMDB:(720);KNApSAcK:(51252);Natural Products:(UNPD17742 UNPD88387);PubChem:(11579 5177120 10103160 10898708 11446309 11521076 11672664 25240002 25240632 25241025 42619804 59551619 71751385 76972998 89368694);YMDB Mine;CHEBI:(39150);EcoCyc Mine;biological;Biocyc:(CPD-16942);KEGG Mine
MLBYLEUJXUBIJJ	InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h1H,3-4H2,(H,6,7)	C5H6O2	8	-88.29957517003324	zlchem 796	C#CCCC(=O)O	0.175999999	""	EcoCyc Mine;biological;PubChem:(22464 6999769);KEGG Mine
MINRDQDGBLQBGD	InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h2H2,1H3,(H,6,7)	C5H6O2	9	-88.68609061599705	2-pentynoate	CCC#CC(=O)O	1.25800002	""	EcoCyc Mine;biological;PubChem:(324379 22377350);KEGG Mine
WFSXUTWNNVIIIG	InChI=1S/C5H6O2/c6-4-2-1-3-5-7/h1-6H/p-1	C5H6O2	10	-89.19215048486818	Pentenedial	C(=CC=O)C=CO	0.228	""	PubChem:(4108622 4108623 6011935 6011936 59077330 59996206);KEGG Mine
SCKUUWOLIQXVAE	InChI=1S/C5H6O2/c6-4-2-1-3-5-7/h4,7H,1-2H2	C5H6O2	11	-91.00865122919348	""	C(CC=O)C#CO	0.792999983	""	EcoCyc Mine;KEGG Mine
KGHWBSNBNUMFHB	InChI=1S/C5H8O3/c6-4-2-1-3-5(7)8/h1-2,6H,3-4H2,(H,7,8)	C5H8O3	12	-91.13950875127725	(E)-5-hydroxypent-3-enoic acid	C(=CCO)CC(=O)O	-0.370000005	""	PubChem:(18962625 53993215 117750619)
