inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
TVHCXXXXQNWQLP	InChI=1S/C5H11NO3/c1-3(7)4(6)5(8)9-2/h3-4,7H,6H2,1-2H3	C5H11NO3	1	-67.08698090771156	AmbotzHAA1576	CC(C(C(=O)OC)N)O	-1.00899994	""	training set;Natural Products:(UNPD354 UNPD84674);PubChem:(100312 324007 2734894 6950561 7349651 7349652 7349653 10240857 10374509 10887953 11116109 12821755 23278786 58560592 59697643);YMDB Mine;EcoCyc Mine;biological;KEGG Mine
FYCWLJLGIAUCCL	InChI=1S/C5H11NO3/c1-3(9-2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	C5H11NO3	2	-80.55213386447092	L-Thr(methyl)	CC(C(C(=O)O)N)OC	-2.977	""	training set;Natural Products:(UNPD21838);PubChem:(151207 222906 2724875 6994481 13652479 21139509 36690573 45789850 53394790 57141790 57308599 87965064);YMDB Mine;EcoCyc Mine;biological;KEGG Mine
ZWEUQQKBVZDPQZ	InChI=1S/C5H11NO3/c1-3(6)4(7)5(8)9-2/h3-4,7H,6H2,1-2H3	C5H11NO3	3	-92.34748246035154	Butanoic acid, 3-amino-2-hydroxy-, methyl ester	CC(C(C(=O)OC)O)N	-1.00899994	""	PubChem:(11217276 55284067 55285724 56623301 101108697)
UKCQRVQSENYJFV	InChI=1S/C5H11NO3/c1-9-5(8)2-4(6)3-7/h4,7H,2-3,6H2,1H3	C5H11NO3	4	-105.64697057673226	""	COC(=O)CC(CO)N	-1.37699997	""	PubChem:(55288615 57805888 89404517)
TYIHSECYLZYMNR	InChI=1S/C5H11NO3/c1-3(6)4(9-2)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	C5H11NO3	5	-108.89359228255265	""	CC(C(C(=O)O)OC)N	-0.81099999	""	PubChem:(53378201)
CCAIIPMIAFGKSI	InChI=1S/C5H11NO3/c1-3(7)4(6-2)5(8)9/h3-4,6-7H,1-2H3,(H,8,9)	C5H11NO3	6	-112.50402103052407	N-Methyl-L-threonine	CC(C(C(=O)O)NC)O	-0.939999998	""	training set;Natural Products:(UNPD46888);PubChem:(7010354 7010355 21252500 55284856 57501309 59107755 73947530 91059906);YMDB Mine;EcoCyc Mine;biological;KEGG Mine
KFHRMMHGGBCRIV	InChI=1S/C5H11NO3/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	C5H11NO3	7	-112.94595069554576	Methoxine	COCCC(C(=O)O)N	-3.079	""	EcoCyc Mine;biological;PubChem:(18713 114915 447570 36690568 38988904);YMDB Mine;KEGG Mine
NIVRJEWVLMOZNV	InChI=1S/C5H11NO3/c1-3(7)4(6)2-5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)	C5H11NO3	8	-117.45981688231116	AmbotzHAA8580	CC(C(CC(=O)O)N)O	-1.23800004	""	PubChem:(2761546 4614194 5706676 7145017 18654429 56846436 92176534);training set
CSHMCEYIMFSLSS	InChI=1S/C5H9NO2/c1-8-4(7)5(6)2-3-5/h2-3,6H2,1H3	C5H9NO2	9	-119.50144361206785	(1-methoxycarbonylcyclopropyl)azanium	COC(=O)C1(CC1)N	-0.566999972	""	training set;EcoCyc Mine;biological;Natural Products:(UNPD138726);PubChem:(2735309 6919136);KEGG Mine
HYJMBCQUIGBPJW	InChI=1S/C5H11NO3/c1-3(6-2)4(7)5(8)9/h3-4,6-7H,1-2H3,(H,8,9)	C5H11NO3	10	-120.89517646300763	2-hydroxy-3-(methylamino)butanoic acid	CC(C(C(=O)O)O)NC	-0.939999998	""	PubChem:(22949831 55300500 55300501 57464994 59046365 59971992)
QUTSKIWJUHDULC	InChI=1S/C5H11NO3/c1-9-5(8)2-4(7)3-6/h4,7H,2-3,6H2,1H3	C5H11NO3	11	-121.71637016411164	Butanoic acid, 4-amino-3-hydroxy-, methyl ester	COC(=O)CC(CN)O	-1.37699997	""	PubChem:(9898944 14901934 23138011);KEGG Mine
FNNWAYYZTQAYHZ	InChI=1S/C5H11NO3/c1-4(8)5(3-7)6-9-2/h3-6,8H,1-2H3	C5H11NO3	12	-123.09000598763836	""	CC(C(C=O)NOC)O	0.0149999997	""	PubChem:(121307932)
LEXQFASFKADIHB	InChI=1S/C5H9NO2/c1-4(2)6-3-5(7)8/h3H2,1-2H3,(H,7,8)	C5H9NO2	13	-123.6607249694169	Glycine, N-(1-methylethylidene)-	CC(=NCC(=O)O)C	-0.57099998	""	PubChem:(21468130)
QDMZCBABQCORRW	InChI=1S/C5H11NO3/c1-9-5(8)4(6)2-3-7/h4,7H,2-3,6H2,1H3	C5H11NO3	14	-123.79106616623132	""	COC(=O)C(CCO)N	-1.11099994	""	EcoCyc Mine;PubChem:(53350306 54222410 55281496);YMDB Mine;KEGG Mine
LGVJIYCMHMKTPB	InChI=1S/C5H11NO3/c1-2-3(7)4(6)5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)	C5H11NO3	15	-125.57846522992088	3-Hydroxynorvaline	CCC(C(C(=O)O)N)O	-3.13800001	""	Natural Products:(UNPD88369);PubChem:(65097 642222 642223 10678287 10953556 18660836 25202492 86308696 86308697 86308698 86308699 101617303);YMDB Mine;CHEBI:(74112);EcoCyc Mine;biological;Biocyc:(CPD-8857);KEGG Mine
PLNKLNFRKMRPIU	InChI=1S/C5H11NO3/c1-4(8)9-3-5(6)2-7/h5,7H,2-3,6H2,1H3	C5H11NO3	16	-127.0428721989522	""	CC(=O)OCC(CO)N	-1.20700002	""	PubChem:(14465061 54195518 88079171)
CYEBEFTZVDJHFQ	InChI=1S/C5H9NO2/c1-6(2)4-5(7)8-3/h1H,4H2,2-3H3	C5H9NO2	17	-128.47552365885372	""	C#N(C)CC(=O)OC	-0.504999995	""	PubChem:(58731639)
