inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
JTEYKUFKXGDTEU	InChI=1S/C5H10O4/c1-5(2,9)3(6)4(7)8/h3,6,9H,1-2H3,(H,7,8)	C5H10O4	1	-2987.854027705742	2,3-dihydroxy-isovalerate	CC(C)(C(C(=O)O)O)O	-0.846000016	""	training set;HMDB:(12141);KNApSAcK:(19678);Natural Products:(UNPD3564);PubChem:(677 440279 21933884 23615351 53973411 53973412 89565436);CHEBI:(15684 15689 11424 49072);EcoCyc Mine;KEGG:(C04272 C04039);biological;Plantcyc:(CPD-13357);YMDB:(1070);Biocyc:(CPD-13357)
UAHKQYHBIFEMKC	InChI=1S/C5H10O4/c1-2-9-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	C5H10O4	2	-3005.0300431627256	3-ethoxy-2-hydroxypropanoic acid	CCOCC(C(=O)O)O	-0.781000018	""	PubChem:(18965503 54343003);YMDB Mine
CJXCLBPFKGZXJP	InChI=1S/C5H10O4/c1-2-3(6)4(7)5(8)9/h3-4,6-7H,2H2,1H3,(H,8,9)/p-1	C5H10O4	3	-3005.4273216846977	2,3-Dihydroxyvalerate	CCC(C(C(=O)O)O)O	-0.904999971	""	EcoCyc Mine;biological;HMDB:(421);PubChem:(20848965 20848966 55300746 55303824 88626871 92436357);YMDB Mine;KEGG Mine
AOWPAWLEXIYETE	InChI=1S/C5H10O4/c1-3(6)5(2,9)4(7)8/h3,6,9H,1-2H3,(H,7,8)	C5H10O4	4	-3007.3662032459124	2,3-dihydroxy-2-methylbutanoic acid	CC(C(C)(C(=O)O)O)O	-1.153	""	HMDB:(29576);Natural Products:(UNPD15807 UNPD85304 UNPD95601 UNPD143821);PubChem:(301941 10986275 12600066 71695576 71695577);YMDB Mine;EcoCyc Mine;biological;KEGG Mine
UJKIRDUWRPYEBK	InChI=1S/C5H10O4/c1-2-9-4(3-6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	C5H10O4	5	-3008.5122314512228	2-ethoxy-3-hydroxypropanoic acid	CCOC(CO)C(=O)O	-0.781000018	""	PubChem:(18965536 87933427)
KHCLPVHWLZPPOM	InChI=1S/C5H10O4/c1-3(2-6)4(7)5(8)9/h3-4,6-7H,2H2,1H3,(H,8,9)	C5H10O4	6	-3009.6044857530687	2,4-dihydroxy-3-methylbutanoic acid	CC(CO)C(C(=O)O)O	-1.06799996	""	PubChem:(59046433 87127230);YMDB Mine
XABJSTKIMFEUNX	InChI=1S/C5H10O4/c1-2-5(9,3-6)4(7)8/h6,9H,2-3H2,1H3,(H,7,8)	C5H10O4	7	-3011.4994226619747	""	CCC(CO)(C(=O)O)O	-1.255	""	PubChem:(54458705 55301791 88626872)
BKCHJNCXXJRHRR	InChI=1S/C5H12O5/c1-5(9,10)4(8)3(7)2-6/h3-4,6-10H,2H2,1H3	C5H12O5	8	-3011.818650204377	""	CC(C(C(CO)O)O)(O)O	-2.67000008	""	PubChem:(22253771)
SDXWEZQDLHNYFR	InChI=1S/C5H12O5/c6-1-4(9)5(10,2-7)3-8/h4,6-10H,1-3H2	C5H12O5	9	-3011.9771588652216	Apiitol	C(C(C(CO)(CO)O)O)O	-3.26699996	""	HMDB:(33730);KNApSAcK:(36346);Natural Products:(UNPD59887);PubChem:(151720 10820745 15927667);CHEBI:(48307 17702 48310);KEGG:(C01569);biological;Biocyc:(CPD-362)
HEBKCHPVOIAQTA	InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2	C5H12O5	10	-3012.6477457169813	Pentitol	C(C(C(C(CO)O)O)O)O	-3.22399998	""	training set;HMDB:(2917);KNApSAcK:(1171);Natural Products:(UNPD41194 UNPD72377 UNPD149609);PubChem:(827 6912 94154 439255 449180 71309933 89526195 118001438);CHEBI:(18333 18403 17151);KEGG:(C01904 C00532 C00474 C00379);biological;Plantcyc:(CPD-355 L-ARABITOL RIBITOL XYLITOL);YMDB:(778);Biocyc:(CPD-355)
