inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
TZGVIXCAWMUBIM	InChI=1S/C7H18O4P2/c1-4-9-12-7-13(8,10-5-2)11-6-3/h12H,4-7H2,1-3H3	C7H18O4P2	1	-3009.4835797522696	""	CCOPCP(=O)(OCC)OCC	0.49000001	""	PubChem:(118933982)
NHJJADBWXBNCBC	InChI=1S/C7H18O4P2/c1-5-10-13(9,11-6-2)7-12(3,4)8/h5-7H2,1-4H3	C7H18O4P2	2	-3017.1773155221163	""	CCOP(=O)(CP(=O)(C)C)OCC	0.671999991	""	PubChem:(54111407)
GVJYIDWRIPOOEQ	InChI=1S/C7H18O4P2/c1-5-6-7-12(4)11-13(8,9-2)10-3/h5-7H2,1-4H3	C7H18O4P2	3	-3021.116565097539	""	CCCCP(C)OP(=O)(OC)OC	1.23599994	""	PubChem:(89405184)
SXLSRRHQOGNBMA	InChI=1S/C7H18O4P2/c1-12(2,8)10-6-5-7-11-13(3,4)9/h5-7H2,1-4H3	C7H18O4P2	4	-3021.846428597441	1,3-bis(dimethylphosphoryloxy)propane	CP(=O)(C)OCCCOP(=O)(C)C	0.671999991	""	PubChem:(23081761)
FAQPZWMVZWJKHI	InChI=1S/C7H16O3P2/c1-3-12(9,10)7-5-4-6-11(7,2)8/h7H,3-6H2,1-2H3,(H,9,10)	C7H16O3P2	5	-3022.0914691379908	""	CCP(=O)(C1CCCP1(=O)C)O	0.88499999	""	PubChem:(20325394)
HJBCDYYPAPABSG	InChI=1S/C7H18O4P2/c1-5-10-12(3,8)7-13(4,9)11-6-2/h5-7H2,1-4H3	C7H18O4P2	6	-3024.248071663798	""	CCOP(=O)(C)CP(=O)(C)OCC	0.671999991	""	PubChem:(12654617)
NFNOKMKSAQKCND	InChI=1S/C7H18O4P2/c1-5-7(2)11-13(9,10)6-12(3,4)8/h7H,5-6H2,1-4H3,(H,9,10)	C7H18O4P2	7	-3026.736683083167	""	CCC(C)OP(=O)(CP(=O)(C)C)O	0.547999978	""	PubChem:(88735881)
WQDHVUHDINKLIX	InChI=1S/C7H18O4P2/c1-5-12(8,10-3)7-13(9,6-2)11-4/h5-7H2,1-4H3	C7H18O4P2	8	-3028.0838531875556	""	CCP(=O)(CP(=O)(CC)OC)OC	0.541999996	""	PubChem:(118603467)
XGRJRMUOWYZJDT	InChI=1S/C7H16O3P2/c1-7(2)5-6-9-12(8-3)10-11-4/h11H,1,5-6H2,2-4H3	C7H16O3P2	9	-3028.4186359422133	""	C=C(C)CCOP(OC)OPC	0.867999971	""	PubChem:(129181184)
HJTZHGIRKASXAI	InChI=1S/C7H16O3P2/c1-10-12(3,9)7-5-4-6-11(7,2)8/h7H,4-6H2,1-3H3	C7H16O3P2	10	-3028.5905408677427	""	COP(=O)(C)C1CCCP1(=O)C	0.616999984	""	PubChem:(53880998)
