inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
FVOTXFYXMKNJIH	InChI=1S/C12H20N4O6/c13-4-9(17)16-5-6(14)3-8(16)11(20)15-7(12(21)22)1-2-10(18)19/h6-8H,1-5,13-14H2,(H,15,20)(H,18,19)(H,21,22)	C12H20N4O6	1	-2973.8488198210975	""	C(CC(=O)O)C(C(=O)O)N=C(C1CC(CN1C(=O)CN)N)O	-5.171	""	PubChem:(44408739)
HPNDKUOLNRVRAY	InChI=1S/C12H20N4O6/c13-6(4-9(14)18)10(19)15-7(5-17)11(20)16-3-1-2-8(16)12(21)22/h6-8,17H,1-5,13H2,(H2,14,18)(H,15,19)(H,21,22)	C12H20N4O6	2	-2980.6795901251708	1-[2-[(2,4-diamino-4-oxobutanoyl)amino]-3-hydroxypropanoyl]pyrrolidine-2-carboxylic acid	C1CC(C(=O)O)N(C1)C(=O)C(CO)N=C(C(CC(=N)O)N)O	-4.63199997	""	PubChem:(18219277)
JLKWJWPDXPKKHI	InChI=1S/C12H20N4O6/c13-6(5-17)11(20)16-3-1-2-8(16)10(19)15-7(12(21)22)4-9(14)18/h6-8,17H,1-5,13H2,(H2,14,18)(H,15,19)(H,21,22)	C12H20N4O6	3	-2984.266287922467	4-amino-2-[[1-(2-amino-3-hydroxypropanoyl)pyrrolidine-2-carbonyl]amino]-4-oxobutanoic acid	C1CC(C(=NC(CC(=N)O)C(=O)O)O)N(C1)C(=O)C(CO)N	-4.63199997	""	PubChem:(18224056)
DKKGAAJTDKHWOD	InChI=1S/C12H20N4O6/c13-6(5-17)10(19)15-7(4-9(14)18)11(20)16-3-1-2-8(16)12(21)22/h6-8,17H,1-5,13H2,(H2,14,18)(H,15,19)(H,21,22)	C12H20N4O6	4	-2985.593769837932	1-[4-amino-2-[(2-amino-3-hydroxypropanoyl)amino]-4-oxobutanoyl]pyrrolidine-2-carboxylic acid	C1CC(C(=O)O)N(C1)C(=O)C(CC(=N)O)N=C(C(CO)N)O	-4.63199997	""	PubChem:(18223837)
ZHRFRILDBWZZOU	InChI=1S/C12H20N4O6/c13-7(6-17)11(20)15-4-9(18)14-5-10(19)16-3-1-2-8(16)12(21)22/h7-8,17H,1-6,13H2,(H,14,18)(H,15,20)(H,21,22)	C12H20N4O6	5	-2987.1393827767897	1-[2-[[2-[(2-amino-3-hydroxypropanoyl)amino]acetyl]amino]acetyl]pyrrolidine-2-carboxylic acid	C1CC(C(=O)O)N(C1)C(=O)CN=C(CN=C(C(CO)N)O)O	-5.54500008	""	PubChem:(20020360)
AZLWNBQZDPKQRB	InChI=1S/C12H20N4O6/c13-4-9(18)15-7(6-17)11(20)14-5-10(19)16-3-1-2-8(16)12(21)22/h7-8,17H,1-6,13H2,(H,14,20)(H,15,18)(H,21,22)	C12H20N4O6	6	-2987.216792502385	1-[2-[[2-[(2-aminoacetyl)amino]-3-hydroxypropanoyl]amino]acetyl]pyrrolidine-2-carboxylic acid	C1CC(C(=O)O)N(C1)C(=O)CN=C(C(CO)N=C(CN)O)O	-5.4369998	""	PubChem:(18490791)
QLTQISKIVMRRSZ	InChI=1S/C12H20N4O6/c13-4-9(18)14-5-10(19)15-7(6-17)11(20)16-3-1-2-8(16)12(21)22/h7-8,17H,1-6,13H2,(H,14,18)(H,15,19)(H,21,22)	C12H20N4O6	7	-2988.0161642835383	1-[2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-3-hydroxypropanoyl]pyrrolidine-2-carboxylic acid	C1CC(C(=O)O)N(C1)C(=O)C(CO)N=C(CN=C(CN)O)O	-5.4369998	""	PubChem:(18487805 121006579)
DOBIBIXIHJKVJF	InChI=1S/C12H22N4O7/c1-5(18)9(14)11(21)16-7(4-17)10(20)15-6(12(22)23)2-3-8(13)19/h5-7,9,17-18H,2-4,14H2,1H3,(H2,13,19)(H,15,20)(H,16,21)(H,22,23)	C12H22N4O7	8	-2988.5603807077123	5-amino-2-[[2-[(2-amino-3-hydroxybutanoyl)amino]-3-hydroxypropanoyl]amino]-5-oxopentanoic acid	CC(C(C(=NC(CO)C(=NC(CCC(=N)O)C(=O)O)O)O)N)O	-4.99100018	""	PubChem:(9884097 18224468)
GMUOCGCDOYYWPD	InChI=1S/C12H20N4O6/c13-6(4-9(14)18)11(20)16-3-1-2-8(16)10(19)15-7(5-17)12(21)22/h6-8,17H,1-5,13H2,(H2,14,18)(H,15,19)(H,21,22)	C12H20N4O6	9	-2989.9500896513764	2-[[1-(2,4-diamino-4-oxobutanoyl)pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoic acid	C1CC(C(=NC(CO)C(=O)O)O)N(C1)C(=O)C(CC(=N)O)N	-4.63199997	""	PubChem:(18219259)
KKQQDQHEOLWKFV	InChI=1S/C12H20N4O6/c1-6(17)15-7(2-4-9(13)18)11(20)16-8(12(21)22)3-5-10(14)19/h7-8H,2-5H2,1H3,(H2,13,18)(H2,14,19)(H,15,17)(H,16,20)(H,21,22)	C12H20N4O6	10	-2990.231722083659	""	CC(=NC(CCC(=N)O)C(=NC(CCC(=N)O)C(=O)O)O)O	-0.561999977	""	PubChem:(87288508 87288510 90658871);biological
SZRNDHWMVSFPSP	InChI=1S/C12H22N4O7/c1-5(18)9(16-10(20)6(13)4-17)11(21)15-7(12(22)23)2-3-8(14)19/h5-7,9,17-18H,2-4,13H2,1H3,(H2,14,19)(H,15,21)(H,16,20)(H,22,23)	C12H22N4O7	11	-2993.8594396714293	5-amino-2-[[2-[(2-amino-3-hydroxypropanoyl)amino]-3-hydroxybutanoyl]amino]-5-oxopentanoic acid	CC(C(C(=NC(CCC(=N)O)C(=O)O)O)N=C(C(CO)N)O)O	-4.99100018	""	PubChem:(18224099)
GSZWPAFUUURSFB	InChI=1S/C12H20N4O6/c13-4-10(19)16-3-1-2-8(16)11(20)14-5-9(18)15-7(6-17)12(21)22/h7-8,17H,1-6,13H2,(H,14,20)(H,15,18)(H,21,22)	C12H20N4O6	12	-2998.584121125493	2-[[2-[[1-(2-aminoacetyl)pyrrolidine-2-carbonyl]amino]acetyl]amino]-3-hydroxypropanoic acid	C1CC(C(=NCC(=NC(CO)C(=O)O)O)O)N(C1)C(=O)CN	-5.4369998	""	PubChem:(18490395)
ZKKIOLGROGUAEJ	InChI=1S/C12H20N4O6/c13-4-9(18)14-5-10(19)16-3-1-2-8(16)11(20)15-7(6-17)12(21)22/h7-8,17H,1-6,13H2,(H,14,18)(H,15,20)(H,21,22)	C12H20N4O6	13	-2999.0706104275855	2-[[1-[2-[(2-aminoacetyl)amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoic acid	C1CC(C(=NC(CO)C(=O)O)O)N(C1)C(=O)CN=C(CN)O	-5.4369998	""	PubChem:(18487787 70681730)
SUZLEHWBFNKNJP	InChI=1S/C12H20N4O6/c13-7(6-17)12(22)16-3-1-2-8(16)11(21)15-4-9(18)14-5-10(19)20/h7-8,17H,1-6,13H2,(H,14,18)(H,15,21)(H,19,20)	C12H20N4O6	14	-3000.263282553059	2-[[2-[[1-(2-amino-3-hydroxypropanoyl)pyrrolidine-2-carbonyl]amino]acetyl]amino]acetic acid	C1CC(C(=NCC(=NCC(=O)O)O)O)N(C1)C(=O)C(CO)N	-5.54500008	""	PubChem:(18742848)
FAXHSIYXDRCUBQ	InChI=1S/C12H20N4O6/c13-4-9(18)15-7(6-17)12(22)16-3-1-2-8(16)11(21)14-5-10(19)20/h7-8,17H,1-6,13H2,(H,14,21)(H,15,18)(H,19,20)	C12H20N4O6	15	-3000.7391727992117	2-[[1-[2-[(2-aminoacetyl)amino]-3-hydroxypropanoyl]pyrrolidine-2-carbonyl]amino]acetic acid	C1CC(C(=NCC(=O)O)O)N(C1)C(=O)C(CO)N=C(CN)O	-5.4369998	""	PubChem:(18490923)
KJMOINFQVCCSDX	InChI=1S/C12H22N4O7/c1-5(18)9(12(22)23)16-11(21)7(2-3-8(14)19)15-10(20)6(13)4-17/h5-7,9,17-18H,2-4,13H2,1H3,(H2,14,19)(H,15,20)(H,16,21)(H,22,23)	C12H22N4O7	16	-3004.5699515856927	2-[[5-amino-2-[(2-amino-3-hydroxypropanoyl)amino]-5-oxopentanoyl]amino]-3-hydroxybutanoic acid	CC(C(C(=O)O)N=C(C(CCC(=N)O)N=C(C(CO)N)O)O)O	-4.99100018	""	PubChem:(18223915)
BYKZWDGMJLNFJY	InChI=1S/C12H22N4O7/c1-5(18)9(12(22)23)16-11(21)7(4-17)15-10(20)6(13)2-3-8(14)19/h5-7,9,17-18H,2-4,13H2,1H3,(H2,14,19)(H,15,20)(H,16,21)(H,22,23)	C12H22N4O7	17	-3005.1822949982557	2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoic acid	CC(C(C(=O)O)N=C(C(CO)N=C(C(CCC(=N)O)N)O)O)O	-4.99100018	""	PubChem:(18220812)
LIXBDERDAGNVAV	InChI=1S/C12H22N4O7/c1-5(18)9(14)11(21)15-6(2-3-8(13)19)10(20)16-7(4-17)12(22)23/h5-7,9,17-18H,2-4,14H2,1H3,(H2,13,19)(H,15,21)(H,16,20)(H,22,23)	C12H22N4O7	18	-3005.4557137934225	2-[[5-amino-2-[(2-amino-3-hydroxybutanoyl)amino]-5-oxopentanoyl]amino]-3-hydroxypropanoic acid	CC(C(C(=NC(CCC(=N)O)C(=NC(CO)C(=O)O)O)O)N)O	-4.99100018	""	PubChem:(18224303)
WQRGVPULTSSPCP	InChI=1S/C12H20N4O6/c1-6(17)15-8(3-5-10(19)20)12(22)16-7(11(14)21)2-4-9(13)18/h7-8H,2-5H2,1H3,(H2,13,18)(H2,14,21)(H,15,17)(H,16,22)(H,19,20)	C12H20N4O6	19	-3006.3054096878095	""	CC(=NC(CCC(=O)O)C(=NC(CCC(=N)O)C(=N)O)O)O	-0.561999977	""	PubChem:(88002340)
CDFMMOMUXDSNCE	InChI=1S/C12H20N4O6/c13-4-9(18)16-3-1-2-8(16)12(22)15-7(6-17)11(21)14-5-10(19)20/h7-8,17H,1-6,13H2,(H,14,21)(H,15,22)(H,19,20)	C12H20N4O6	20	-3009.2907592248903	2-[[2-[[1-(2-aminoacetyl)pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]acetic acid	C1CC(C(=NC(CO)C(=NCC(=O)O)O)O)N(C1)C(=O)CN	-5.4369998	""	PubChem:(18490545)
WONWKSFAGTZDPL	InChI=1S/C12H20N4O6/c13-7(6-17)11(21)14-4-9(18)16-3-1-2-8(16)12(22)15-5-10(19)20/h7-8,17H,1-6,13H2,(H,14,21)(H,15,22)(H,19,20)	C12H20N4O6	21	-3009.955277016494	2-[[1-[2-[(2-amino-3-hydroxypropanoyl)amino]acetyl]pyrrolidine-2-carbonyl]amino]acetic acid	C1CC(C(=NCC(=O)O)O)N(C1)C(=O)CN=C(C(CO)N)O	-5.54500008	""	PubChem:(20020493)
ARYKRXHBIPLULY	InChI=1S/C12H22N4O7/c1-5(18)9(11(21)15-7(4-17)12(22)23)16-10(20)6(13)2-3-8(14)19/h5-7,9,17-18H,2-4,13H2,1H3,(H2,14,19)(H,15,21)(H,16,20)(H,22,23)	C12H22N4O7	22	-3011.3671161697025	2-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoic acid	CC(C(C(=NC(CO)C(=O)O)O)N=C(C(CCC(=N)O)N)O)O	-4.99100018	""	PubChem:(18220830)
NZRAKAGTUNSIJF	InChI=1S/C12H20N4O6/c1-2-3-6(12(20)21)16(10(18)5(14)4-13)11(19)8-7(22-8)9(15)17/h5-8H,2-4,13-14H2,1H3,(H2,15,17)(H,20,21)	C12H20N4O6	23	-3027.637976749177	""	CCCC(C(=O)O)N(C(=O)C(CN)N)C(=O)C1C(C(=N)O)O1	-3.53999996	""	PubChem:(88395945)
GDRWVQWMKNVEKN	InChI=1S/C12H20N4O6/c1-6(5-17)15-12(22)8(2-3-10(19)20)16-11(21)7(13)4-9(14)18/h5-8H,2-4,13H2,1H3,(H2,14,18)(H,15,22)(H,16,21)(H,19,20)	C12H20N4O6	24	-3027.9600567638445	""	CC(C=O)N=C(C(CCC(=O)O)N=C(C(CC(=N)O)N)O)O	-1.49000001	""	PubChem:(123132877);biological
