inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
WVFRGCLMODLWQT	InChI=1S/C12H24O5P2/c1-4-16-18(13,10-19(14,15)17-5-2)12-8-6-11(3)7-9-12/h12H,3-10H2,1-2H3,(H,14,15)	C12H24O5P2	1	-3057.2618035703945	""	CCOP(=O)(CP(=O)(O)OCC)C1CCC(=C)CC1	0.867999971	""	PubChem:(91250195)
CANRJQVKVMBKHH	InChI=1S/C12H24O5P2/c1-10(2)6-5-7-11(3)8-9-12(18(4,13)14)19(15,16)17/h6,8,12H,5,7,9H2,1-4H3,(H,13,14)(H2,15,16,17)	C12H24O5P2	2	-3058.5611008215005	""	CC(=CCCC(=CCC(P(=O)(C)O)P(=O)(O)O)C)C	1.05900002	""	PubChem:(10358012)
ICEBYPOEUFQESG	InChI=1S/C12H24O5P2/c1-18(13,15-11-7-3-4-8-11)17-19(2,14)16-12-9-5-6-10-12/h11-12H,3-10H2,1-2H3	C12H24O5P2	3	-3058.956678475488	Methylphosphonic acid, anhydride, biscyclopentyl) ester	CP(=O)(OC1CCCC1)OP(=O)(C)OC2CCCC2	2.06999993	""	PubChem:(600207)
PTDMUBBLBVGHPY	InChI=1S/C12H24O5P2/c1-11(2)7-5-9-18(13,14)17-19(15,16)10-6-8-12(3)4/h7-8H,5-6,9-10H2,1-4H3,(H,13,14)(H,15,16)	C12H24O5P2	4	-3063.2863950453543	""	CC(=CCCP(=O)(O)OP(=O)(CCC=C(C)C)O)C	1.52400005	""	PubChem:(10267380)
NYXZNIJCRGYUTL	InChI=1S/C12H22O4P2/c1-3-17-15-11(13)10(9-7-5-6-8-9)12(14)16-18-4-2/h9-10,17-18H,3-8H2,1-2H3	C12H22O4P2	5	-3067.0072141431665	""	CCPOC(=O)C(C1CCCC1)C(=O)OPCC	3.37400007	""	PubChem:(88660975)
AXHJWGGDBHMHGS	InChI=1S/C12H24O5P2/c13-18(14,11-7-3-1-4-8-11)17-19(15,16)12-9-5-2-6-10-12/h11-12H,1-10H2,(H,13,14)(H,15,16)	C12H24O5P2	6	-3079.598891156109	""	C1CCC(CC1)P(=O)(O)OP(=O)(C2CCCCC2)O	1.71399999	""	PubChem:(12653449)
KSQGWIIQUGXBMT	InChI=1S/C12H24O5P2/c1-10(2)6-5-7-11(3)8-9-12(18(4,13)14)19(15,16)17/h6,9,11H,5,7-8H2,1-4H3,(H,13,14)(H2,15,16,17)	C12H24O5P2	7	-3088.721910490782	""	CC(=CCCC(C)CC=C(P(=O)(C)O)P(=O)(O)O)C	1.68599999	""	PubChem:(91929109)
JMZKXQKPPSEQEP	InChI=1S/C12H22O4P2/c1-3-15-17(13)8-7-9-10-5-6-11(12(9)17)18(10,14)16-4-2/h9-12H,3-8H2,1-2H3	C12H22O4P2	8	-3092.013378354492	4,7-Phosphinidenephosphindole, 1,8-diethoxyoctahydro-, 1,8-dioxide	CCOP1(=O)CCC2C3CCC(C21)P3(=O)OCC	1.19799995	""	PubChem:(608212 23280108)
VAJHLMAGBOSYLD	InChI=1S/C12H24O5P2/c1-9(2)10(3,4)14-18(13-9)17-19-15-11(5,6)12(7,8)16-19/h1-8H3	C12H24O5P2	9	-3114.286248617614	""	CC1(C)C(C)(C)OP(O1)OP2OC(C)(C)C(C)(C)O2	2.48600006	""	PubChem:(101851508)
YQONTGGPCXXIKU	InChI=1S/C12H22O4P2/c1-12(2)7-14-18(17,15-8-12)13-6-9-3-4-10-11(5-9)16-10/h9-11,17H,3-8H2,1-2H3	C12H22O4P2	10	-3161.7927045300157	[5,5-dimethyl-2-(7-oxabicyclo[4.1.0]heptan-4-ylmethoxy)-1,3,2$l^{5}-dioxaphosphinan-2-ylidene]phosphane	CC1(C)COP(=P)(OCC2CCC3C(C2)O3)OC1	1.31900001	""	PubChem:(59882273)
