inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
DUFGYCAXVIUXIP	InChI=1S/C4H4N2O2/c7-3-1-4(8)6-2-5-3/h1-2H,(H2,5,6,7,8)	C4H4N2O2	1	-2989.844685726035	4,6-Pyrimidinediol	C1=C(N=CN=C1O)O	0.372999996	""	PubChem:(14512 21795853 44887047);training set;biological
ISAKRJDGNUQOIC	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	C4H4N2O2	2	-2990.063298704998	Hybar X	C1=C(N=C(N=C1)O)O	0.372999996	""	HMDB:(300);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 10171240 10975456 11083870 11137134 11251987 12212751 12212752 12212755 16212029 16217569 20079977 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 101993523 102378177 102601786 124202703);CHEBI:(17568);KEGG:(C00106);biological;Plantcyc:(URACIL);YMDB:(98)
GCIMDTFYBXYFLW	InChI=1S/C4H4N2O2/c7-8-4-5-2-1-3-6-4/h1-3,7H	C4H4N2O2	3	-3016.471867878178	2-hydroperoxypyrimidine	C1=CN=C(N=C1)OO	-0.448000014	""	PubChem:(20352524);biological
OKRROXQXGNEUSS	InChI=1S/C4H4N2O2/c7-4(8)6-2-1-5-3-6/h1-3H,(H,7,8)	C4H4N2O2	4	-3020.4636387560527	imidazole-1-carboxylate	C1=CN(C=N1)C(=O)O	-0.816999972	""	PubChem:(3017127 18760834 23077219 59910039);biological;KEGG Mine
NKWCGTOZTHZDHB	InChI=1S/C4H4N2O2/c7-4(8)3-1-5-2-6-3/h1-2H,(H,5,6)(H,7,8)	C4H4N2O2	5	-3027.68230468546	zlchem 145	C1=C(C(=O)O)NC=N1	-0.409999996	""	PubChem:(14080 3733582 6999936 53460877 59915964);biological
QIPKQEKUQASMNI	InChI=1S/C4H4N2O2/c7-3-1-5-4(8)6-2-3/h1-2,7H,(H,5,6,8)	C4H4N2O2	6	-3029.4840023219776	Isouracil	C1=NC(=NC=C1O)O	-0.354999989	""	PubChem:(134579)
KYWMCFOWDYFYLV	InChI=1S/C4H4N2O2/c7-4(8)3-5-1-2-6-3/h1-2H,(H,5,6)(H,7,8)	C4H4N2O2	7	-3032.9280927419154	2-Carboxy-1H-imidazole	C1=CN=C(C(=O)O)N1	-0.409999996	""	PubChem:(574321 6973600);biological
BCUUXUUNIZHYRB	InChI=1S/C4H6N2O3/c5-4(9)6-2-1-3(7)8/h2H,1H2,(H2,5,9)(H,7,8)	C4H6N2O3	8	-3035.1046208017037	""	C(C=NC(=N)O)C(=O)O	-0.566999972	""	PubChem:(91499536);biological
VCZFXRWCQJYOOT	InChI=1S/C4H6N2O3/c5-3(4(7)8)1-2-6-9/h3,6,9H,5H2,(H,7,8)	C4H6N2O3	9	-3037.5918133121913	""	C(#CNO)C(C(=O)O)N	-3.29399991	""	KEGG Mine
NVDHPBOFCJGUIY	InChI=1S/C4H6N2O3/c5-2(4(8)9)1-3(6)7/h5H,1H2,(H2,6,7)(H,8,9)	C4H6N2O3	10	-3038.258333393951	""	C(C(=N)C(=O)O)C(=N)O	-0.412999988	""	EcoCyc Mine;PubChem:(54132177);YMDB Mine;KEGG Mine
WHYQCQRHPQBZHM	InChI=1S/C4H4N2O2/c7-4(8)6-3-1-2-5-6/h1-3H,(H,7,8)	C4H4N2O2	11	-3038.916206615323	pyrazole-1-carboxylate	C1=CN(C(=O)O)N=C1	0.209000006	""	PubChem:(9898809 18549569);biological
XJWIQHBDCVRZOG	InChI=1S/C4H6N2O3/c5-2-1-3(6-9)4(7)8/h3,6,9H,1H2,(H,7,8)	C4H6N2O3	12	-3044.2349317694384	""	C(C#N)C(C(=O)O)NO	-1.09399998	""	KEGG Mine
IEDBEKGALPPRQP	InChI=1S/C4H6N2O3/c5-3(7)1-6-2-4(8)9/h2H,1H2,(H2,5,7)(H,8,9)	C4H6N2O3	13	-3045.6820342454607	""	C(C(=N)O)N=CC(=O)O	-0.957000017	""	PubChem:(88357908)
PSYCAFSBJSSHBZ	InChI=1S/C4H4N2O2/c7-3-6-2-1-4(8)5-6/h1-3H,(H,5,8)	C4H4N2O2	14	-3045.693404756709	""	C1=CN(C=O)N=C1O	0.0419999994	""	PubChem:(126737575)
DMRBRHBYDPXLIT	InChI=1S/C4H6N2O3/c5-2-3(6-9)1-4(7)8/h3,6,9H,1H2,(H,7,8)	C4H6N2O3	15	-3046.2875595340506	""	C(C(C#N)NO)C(=O)O	-1.09399998	""	PubChem:(53768017)
AFEIEFHYYOQEQP	InChI=1S/C4H6N2O3/c7-4(8)1-6-3-9-2-5-6/h2H,1,3H2,(H,7,8)	C4H6N2O3	16	-3047.7626777306186	""	C(C(=O)O)N1COC=N1	0.00499999989	""	PubChem:(117968348)
FCGSYQCEMDADDE	InChI=1S/C4H6N2O3/c1-3(7)6-5-2-4(8)9/h2H,1H3,(H,6,7)(H,8,9)	C4H6N2O3	17	-3048.996515611503	Acetic acid, (acetylhydrazono)-	CC(=NN=CC(=O)O)O	0.612999976	""	PubChem:(53791674 88398034)
QCGHKHZRSXWDDT	InChI=1S/C4H4N2O2/c7-8-4-3-5-1-2-6-4/h1-3,7H	C4H4N2O2	18	-3049.173905987128	""	C1=NC=C(N=C1)OO	-0.658999979	""	PubChem:(21666371)
VYWPEQPUPGRGGE	InChI=1S/C4H4N2O2/c7-3-6-2-1-5-4(6)8/h1-3H,(H,5,8)	C4H4N2O2	19	-3050.007929580491	2-oxo-1H-imidazole-3-carbaldehyde	C1=CN(C=O)C(=N1)O	-0.388000011	""	PubChem:(20526803)
HTJJVCKBQHZYKC	InChI=1S/C4H6N2O3/c1-3(7)6-5-2-4(8)9/h2H2,1H3,(H,8,9)	C4H6N2O3	20	-3050.4729403501774	""	CC(=O)N=NCC(=O)O	-0.707000017	""	PubChem:(18793687)
PDAHKBAVSUXXHM	InChI=1S/C4H6N2O3/c5-2-6-3(1-7)4(8)9/h3,6-7H,1H2,(H,8,9)	C4H6N2O3	21	-3050.688893953568	""	C(C(C(=O)O)NC#N)O	-1.32599998	""	PubChem:(91530418)
ZZKVYENBAOJERF	InChI=1S/C4H6N2O3/c5-2-9-1-3(6)4(7)8/h3H,1,6H2,(H,7,8)	C4H6N2O3	22	-3051.8040440329837	""	C(C(C(=O)O)N)OC#N	-3.28999996	""	KEGG Mine
XYBQLONABMMZQU	InChI=1S/C4H4N2O2/c7-2-3-1-5-4(8)6-3/h1-2H,(H2,5,6,8)	C4H4N2O2	23	-3052.735522656674	2-oxo-1,3-dihydroimidazole-4-carbaldehyde	C1=C(C=O)NC(=N1)O	-0.243000001	""	PubChem:(2724951);biological
RZPOGOPRLZYXEN	InChI=1S/C4H6N2O3/c5-1-4(6,2-7)3(8)9/h7H,2,6H2,(H,8,9)	C4H6N2O3	24	-3053.2250407374577	""	C(#N)C(CO)(C(=O)O)N	-4.61000013	""	EcoCyc Mine
GDZPLUCYRCVPLK	InChI=1S/C4H6N2O3/c5-3(7)1-6-2-4(8)9/h1H,2H2,(H2,5,7)(H,8,9)	C4H6N2O3	25	-3053.377516458982	""	C(=NCC(=O)O)C(=O)N	-2.09100008	""	PubChem:(57252423)
