inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
GLDLHTRPMJBUTK	InChI=1S/C8H20O4P2/c1-3-13(9,10)7-5-6-8-14(11,12)4-2/h3-8H2,1-2H3,(H,9,10)(H,11,12)	C8H20O4P2	1	-3012.932390641659	ethyl-[4-[ethyl(hydroxy)phosphoryl]butyl]phosphinic acid	CCP(=O)(CCCCP(=O)(CC)O)O	0.578000009	""	PubChem:(20345332)
SGUVEVGGHHSUGX	InChI=1S/C8H20O4P2/c1-13(9,10)7-5-3-4-6-8-14(2,11)12/h3-8H2,1-2H3,(H,9,10)(H,11,12)	C8H20O4P2	2	-3014.1291828445987	6-[hydroxy(methyl)phosphoryl]hexyl-methylphosphinic acid	CP(=O)(CCCCCCP(=O)(C)O)O	0.578000009	""	PubChem:(19367390)
NPJUOKHNGXTQIQ	InChI=1S/C8H20O4P2/c1-13(2,9)11-7-5-6-8-12-14(3,4)10/h5-8H2,1-4H3	C8H20O4P2	3	-3015.941690009359	1,4-bis(dimethylphosphoryloxy)butane	CP(=O)(C)OCCCCOP(=O)(C)C	1.02999997	""	PubChem:(255786)
QXMXSOSJTODWKT	InChI=1S/C8H20O4P2/c1-3-5-13(9,10)7-8-14(11,12)6-4-2/h3-8H2,1-2H3,(H,9,10)(H,11,12)	C8H20O4P2	4	-3017.100382869982	""	CCCP(=O)(CCP(=O)(CCC)O)O	0.578000009	""	PubChem:(87395368)
NCEOCBYDTBMRCS	InChI=1S/C8H18O3P2/c1-10-13(9,11-2)8(12)6-4-3-5-7-8/h3-7,12H2,1-2H3	C8H18O3P2	5	-3019.2736011410343	""	COP(=O)(C1(CCCCC1)P)OC	1.25300002	""	PubChem:(90391927)
ZULZQWHFMQDFIW	InChI=1S/C8H20O4P2/c1-4-8(14(11,12)6-3)7-13(9,10)5-2/h8H,4-7H2,1-3H3,(H,9,10)(H,11,12)	C8H20O4P2	6	-3023.092956249424	""	CCC(CP(=O)(CC)O)P(=O)(CC)O	0.51700002	""	PubChem:(117642286)
AOPFCTVSTUTDHB	InChI=1S/C8H20O4P2/c1-5-10-13(11-6-2)8-14(4,9)12-7-3/h5-8H2,1-4H3	C8H20O4P2	7	-3028.0614881190827	diethoxy-[[ethoxy(methyl)phosphoryl]methyl]phosphane	CCOP(CP(=O)(C)OCC)OCC	1.01800001	""	PubChem:(13383716)
TVTUQEKEPMRSAQ	InChI=1S/C8H20O4P2/c1-5-9-13(10-6-2)14(11-7-3)12-8-4/h5-8H2,1-4H3	C8H20O4P2	8	-3028.975989566595	""	CCOP(OCC)P(OCC)OCC	1.00600004	""	PubChem:(23418809)
NDICZHMHEQXKBZ	InChI=1S/C8H20O4P2/c1-7(2,5-6-13(9)10)8(3,4)14(11)12/h9-12H,5-6H2,1-4H3	C8H20O4P2	9	-3029.847667657557	""	CC(C)(CCP(O)O)C(C)(C)P(O)O	0.0540000014	""	PubChem:(23464551)
UEMAGARBRVTSHQ	InChI=1S/C8H20O4P2/c1-7(2)11-13-9-5-6-10-14-12-8(3)4/h7-8,13-14H,5-6H2,1-4H3	C8H20O4P2	10	-3030.135178795249	propan-2-yloxy(2-propan-2-yloxyphosphanyloxyethoxy)phosphane	CC(C)OPOCCOPOC(C)C	0.870000005	""	PubChem:(21069527)
