inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
PWULNDUJDMPEAN	InChI=1S/C13H23NO10/c1-4(16)14-7-5(17)3-22-12(9(7)19)24-13-11(21)10(20)8(18)6(2-15)23-13/h5-13,15,17-21H,2-3H2,1H3,(H,14,16)	C13H23NO10	1	-97.19827820235835	N-[(2S,3R,4S,5S)-3,5-dihydroxy-2-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl]acetamide	CC(=NC1C(COC(C1O)OC2C(C(C(C(CO)O2)O)O)O)O)O	-3.1559999	""	PubChem:(11824357)
RREOSOKYTORBOO	InChI=1S/C13H23NO10/c1-5(18)14-6(2-15)9(19)7(3-16)23-13-12(22)11(21)10(20)8(4-17)24-13/h3,6-13,15,17,19-22H,2,4H2,1H3,(H,14,18)	C13H23NO10	2	-98.75646932597617	""	CC(=NC(CO)C(C(C=O)OC1C(C(C(C(CO)O1)O)O)O)O)O	-3.06800008	""	PubChem:(10713033)
RBMTUEZWWCMYJM	InChI=1S/C13H25NO11/c1-14-12(23)9(21)8(20)11(4(17)2-15)25-13-10(22)7(19)6(18)5(3-16)24-13/h4-11,13,15-22H,2-3H2,1H3,(H,14,23)	C13H25NO11	3	-101.84977832316325	""	CN=C(C(C(C(C(CO)O)OC1C(C(C(C(CO)O1)O)O)O)O)O)O	-4.47300005	""	PubChem:(68223396 89593322 89593338 117638042)
GOBQBKJEEICIBR	InChI=1S/C13H23NO10/c1-4(16)14-12-10(21)11(5(17)3-22-12)24-13-9(20)8(19)7(18)6(2-15)23-13/h5-13,15,17-21H,2-3H2,1H3,(H,14,16)	C13H23NO10	4	-104.28070285583044	""	CC(=NC1C(C(C(CO1)O)OC2C(C(C(C(CO)O2)O)O)O)O)O	-3.1559999	""	PubChem:(101052858)
GBHVSIPSCMZWEG	InChI=1S/C13H25NO11/c1-22-12-10(20)8(18)6(4(2-15)23-12)14-25-13-11(21)9(19)7(17)5(3-16)24-13/h4-21H,2-3H2,1H3	C13H25NO11	5	-111.14176099782236	""	COC1C(C(C(C(CO)O1)NOC2C(C(C(C(CO)O2)O)O)O)O)O	-2.36999989	""	PubChem:(101164116 101164119)
WYNKDVRHOHGHHZ	InChI=1S/C13H23NO10/c1-4(17)14-7-9(19)8(18)5(2-15)23-13(7)24-11-6(3-16)22-12(21)10(11)20/h5-13,15-16,18-21H,2-3H2,1H3,(H,14,17)	C13H23NO10	6	-122.38479988628204	""	CC(=NC1C(C(C(CO)OC1OC2C(CO)OC(C2O)O)O)O)O	-3.1559999	""	KEGG Mine
AFVFHJILZNUAGI	InChI=1S/C13H23NO10/c1-4(17)14-7-9(19)11(6(3-16)22-12(7)21)24-13-10(20)8(18)5(2-15)23-13/h5-13,15-16,18-21H,2-3H2,1H3,(H,14,17)	C13H23NO10	7	-130.97126473374678	N-[5-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2,4-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide	CC(=NC1C(C(C(CO)OC1O)OC2C(C(C(CO)O2)O)O)O)O	-3.58500004	""	PubChem:(5045998 29970151 29970154 29970157 29970159)
VIZGYAUURHNTEI	InChI=1S/C13H23NO10/c1-4(16)14-7-9(19)11(6(2-15)23-12(7)21)24-13-10(20)8(18)5(17)3-22-13/h5-13,15,17-21H,2-3H2,1H3,(H,14,16)	C13H23NO10	8	-134.72473360419133	""	CC(=NC1C(C(C(CO)OC1O)OC2C(C(C(CO2)O)O)O)O)O	-3.58500004	""	PubChem:(91862948)
JOLUNKOXJFOMSC	InChI=1S/C13H25NO11/c14-5-7(18)6(17)4(1-15)24-13(5)23-2-3(16)11-9(20)8(19)10(21)12(22)25-11/h3-13,15-22H,1-2,14H2	C13H25NO11	9	-142.24941473682702	(2S,3S,4S,5S,6R)-6-[(1S)-2-[(2R,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1-hydroxyethyl]oxane-2,3,4,5-tetrol	C(C1C(C(C(C(OCC(C2C(C(C(C(O)O2)O)O)O)O)O1)N)O)O)O	-3.54399991	""	PubChem:(11406095 101733076);Natural Products:(UNPD40124)
MKIGIGUARLOPNF	InChI=1S/C13H25NO11/c14-7-11(22)10(21)6(2-16)25-13(7)24-3-5(18)9(20)12(23)8(19)4(17)1-15/h1,4-13,16-23H,2-3,14H2	C13H25NO11	10	-142.2572300176262	""	C(=O)C(C(C(C(C(COC1C(C(C(C(CO)O1)O)O)N)O)O)O)O)O	-5.17199993	""	PubChem:(87643163 124201488);biological
OQUVZIRDVQRJQH	InChI=1S/C14H17N5O5/c15-12-9-13(18-8(17-12)3-1-2-4-20)19(6-16-9)14-11(23)10(22)7(5-21)24-14/h6-7,10-11,14,20-23H,2,4-5H2,(H2,15,17,18)	C14H17N5O5	11	-143.98893611393945	Adenosine, 2-(4-hydroxy-1-butynyl)-	C(#CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(CO)O3)O)O)CCO	-1.32099998	""	PubChem:(13830103 13830104 46875023)
MWJBYUKEHJRCCD	InChI=1S/C14H17N5O5/c15-12-9-13(18-8(17-12)3-1-2-4-20)19(6-16-9)14-11(23)10(22)7(5-21)24-14/h6-7,10-11,14,20-23H,3-5H2,(H2,15,17,18)	C14H17N5O5	12	-144.73600498395678	""	C(#CCO)CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(CO)O3)O)O	-1.66400003	""	PubChem:(70129364)
YBXKAHWSJYZYLB	InChI=1S/C14H17N5O5/c1-14(2)23-9-7(3-20)22-13(10(9)24-14)19-5-17-8-11(18-6-21)15-4-16-12(8)19/h4-7,9-10,13,20H,3H2,1-2H3,(H,15,16,18,21)	C14H17N5O5	13	-147.2546247286081	""	CC1(C)OC2C(CO)OC(C2O1)N3C=NC4=C3N=CN=C4N=CO	-0.296000004	""	PubChem:(15928731)
VDHYEXXQSBQMES	InChI=1S/C14H17N5O5/c1-6(21)2-3-8-17-12(15)9-13(18-8)19(5-16-9)14-11(23)10(22)7(4-20)24-14/h5-7,10-11,14,20-23H,4H2,1H3,(H2,15,17,18)	C14H17N5O5	14	-148.45219654426444	Adenosine, 2-(3-hydroxy-1-butynyl)-	CC(C#CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(CO)O3)O)O)O	-0.953000009	""	PubChem:(13830105 13830106 46875421)
OZXMFKZPTMPVFD	InChI=1S/C13H23NO10/c1-4(15)14-7-10(19)9(18)6(24-12(7)21)3-23-13-11(20)8(17)5(16)2-22-13/h5-13,16-21H,2-3H2,1H3,(H,14,15)	C13H23NO10	15	-152.50776272207716	""	CC(=NC1C(C(C(COC2C(C(C(CO2)O)O)O)OC1O)O)O)O	-3.1559999	""	PubChem:(54178180 91845815);biological
MZMAZYDPZSYEQS	InChI=1S/C14H17N5O5/c1-23-11-10(22)7(5-21)24-14(11)19-6-16-9-12(15)17-8(3-2-4-20)18-13(9)19/h6-7,10-11,14,20-22H,4-5H2,1H3,(H2,15,17,18)	C14H17N5O5	16	-154.2386547048407	(2R,3R,4R,5R)-5-[6-amino-2-(3-hydroxyprop-1-ynyl)purin-9-yl]-2-(hydroxymethyl)-4-methoxyoxolan-3-ol	COC1C(C(CO)OC1N2C=NC3=C2N=C(C#CCO)N=C3N)O	-1.38900006	""	PubChem:(22880800 67643603)
WHHKRHWCOOKKJS	InChI=1S/C13H23NO10/c1-21-13-11(9(19)7(17)5(3-15)23-13)24-12-10(20)8(18)6(16)4(2-14)22-12/h2,4-20H,3H2,1H3	C13H23NO10	17	-159.44423157133053	""	COC1C(C(C(C(CO)O1)O)O)OC2C(C(C(C(C=N)O2)O)O)O	-2.59599996	""	PubChem:(117956695)
ZSECOEVMMATPMM	InChI=1S/C14H17N5O5/c1-23-11-7(5-21)24-14(10(11)22)19-6-16-9-12(15)17-8(3-2-4-20)18-13(9)19/h6-7,10-11,14,20-22H,4-5H2,1H3,(H2,15,17,18)	C14H17N5O5	18	-161.92900210589073	(2R,3R,4S,5R)-2-[6-amino-2-(3-hydroxyprop-1-ynyl)purin-9-yl]-5-(hydroxymethyl)-4-methoxyoxolan-3-ol	COC1C(CO)OC(C1O)N2C=NC3=C2N=C(C#CCO)N=C3N	-1.81799996	""	PubChem:(22880801 67643003)
LFZBVSAIVNYIHM	InChI=1S/C13H25NO11/c14-3-22-13-11(9(20)7(18)5(2-16)24-13)25-12-10(21)8(19)6(17)4(1-15)23-12/h4-13,15-21H,1-3,14H2	C13H25NO11	19	-162.430303178664	""	C(C1C(C(C(C(O1)OC2C(C(C(CO)OC2OCN)O)O)O)O)O)O	-3.78299999	""	PubChem:(90276849)
NSMBHUJYNQUJBB	InChI=1S/C14H17N5O5/c1-2-3-23-14(22)18-12-11-13(16-6-15-12)19(7-17-11)10-4-8(21)9(5-20)24-10/h2,6-10,20-21H,1,3-5H2,(H,15,16,18,22)	C14H17N5O5	20	-163.31908116191377	""	C=CCOC(=NC1=NC=NC2=C1N=CN2C3CC(C(CO)O3)O)O	0.342999995	""	PubChem:(15867918 67843538)
VGOZRQUUWDMUGS	InChI=1S/C14H17N5O5/c1-23-4-2-3-8-17-12(15)9-13(18-8)19(6-16-9)14-11(22)10(21)7(5-20)24-14/h6-7,10-11,14,20-22H,4-5H2,1H3,(H2,15,17,18)	C14H17N5O5	21	-164.93147051225955	ACMC-20mwyt	COCC#CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(CO)O3)O)O	-0.959999979	""	PubChem:(15119214 22463885 46875512 69548019)
FRNZNPIOEPHBJG	InChI=1S/C13H25NO11/c1-14-25-11-6(17)4(2-15)23-13(9(11)20)24-10-5(3-16)22-12(21)8(19)7(10)18/h4-21H,2-3H2,1H3	C13H25NO11	22	-168.90724848644408	(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-(methylaminooxy)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol	CNOC1C(C(CO)OC(C1O)OC2C(CO)OC(C(C2O)O)O)O	-2.79900002	""	PubChem:(22821311)
YTOMQAYWWISWQB	InChI=1S/C13H25NO11/c14-7-11(22)10(21)6(2-16)25-13(7)24-3-5(18)9(20)12(23)8(19)4(17)1-15/h4,6-13,15-17,19-23H,1-3,14H2	C13H25NO11	23	-172.54443946133966	""	C(C(C(C(C(C(=O)COC1C(C(C(C(CO)O1)O)O)N)O)O)O)O)O	-5.68599987	""	PubChem:(54526633)
PEPALQGDRLYVPJ	InChI=1S/C13H25NO11/c1-14-22-3-5-6(16)7(17)10(20)13(24-5)25-11-4(2-15)23-12(21)9(19)8(11)18/h4-21H,2-3H2,1H3	C13H25NO11	24	-172.60204423393586	(2S,3R,4R,5S,6R)-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(methylaminooxymethyl)oxan-2-yl]oxyoxane-2,3,4-triol	CNOCC1C(C(C(C(O1)OC2C(CO)OC(C(C2O)O)O)O)O)O	-3.22799993	""	PubChem:(22874804)
