inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
GJGLANSIUCGOLM	InChI=1S/C24H42N6O8/c1-11(2)17(25)22(36)29-19(14(6)31)24(38)30-9-7-8-15(30)21(35)27-13(5)20(34)28-18(12(3)4)23(37)26-10-16(32)33/h11-15,17-19,31H,7-10,25H2,1-6H3,(H,26,37)(H,27,35)(H,28,34)(H,29,36)(H,32,33)	C24H42N6O8	1	-229.92787781821377	""	CC(C)C(C(=NC(C(C)O)C(=O)N1CCCC1C(=NC(C)C(=NC(C(C)C)C(=NCC(=O)O)O)O)O)O)N	-3.38499999	""	PubChem:(57329711)
ZSJHKXAABNNOLW	InChI=1S/C24H42N6O8/c1-11(2)18(22(36)26-10-16(32)33)28-20(34)13(5)27-23(37)19(12(3)4)29-21(35)15-8-7-9-30(15)24(38)17(25)14(6)31/h11-15,17-19,31H,7-10,25H2,1-6H3,(H,26,36)(H,27,37)(H,28,34)(H,29,35)(H,32,33)	C24H42N6O8	2	-237.6866331956978	""	CC(C)C(C(=NCC(=O)O)O)N=C(C(C)N=C(C(C(C)C)N=C(C1CCCN1C(=O)C(C(C)O)N)O)O)O	-3.38499999	""	PubChem:(57329795)
YUXOVLNOYQGRKI	InChI=1S/C24H42N6O8/c1-11(2)17(26)21(34)29-19(13(5)31)22(35)28-18(12(3)4)23(36)30-10-6-7-15(30)20(33)27-14(24(37)38)8-9-16(25)32/h11-15,17-19,31H,6-10,26H2,1-5H3,(H2,25,32)(H,27,33)(H,28,35)(H,29,34)(H,37,38)	C24H42N6O8	3	-239.83156692524915	L-Glutamine, L-valyl-L-threonyl-L-valyl-L-prolyl-	CC(C)C(C(=NC(C(C)O)C(=NC(C(C)C)C(=O)N1CCCC1C(=NC(CCC(=N)O)C(=O)O)O)O)O)N	-2.74799991	""	PubChem:(71349649 78061685)
ZJFWHMSRTBDHPU	InChI=1S/C29H42N4O6/c1-6-39-24(34)16-12-8-11-15-22-19(4)26(35)33-25(18(2)3)29(38)30-20(5)27(36)32-23(28(37)31-22)17-21-13-9-7-10-14-21/h7-11,13-14,18-20,22-23,25H,6,12,15-17H2,1-5H3,(H,30,38)(H,31,37)(H,32,36)(H,33,35)	C29H42N4O6	4	-242.45224515040672	""	CCOC(=O)CCC=CCC1C(C)C(=NC(C(C)C)C(=NC(C)C(=NC(CC2=CC=CC=C2)C(=N1)O)O)O)O	3.28900003	""	PubChem:(71817867 71817869 102149712)
CRHARHUDRFVKBP	InChI=1S/C24H42N6O8/c1-12(2)9-15(25)21(34)29-19(13(3)4)23(36)30-8-6-7-17(30)22(35)27-14(5)20(33)26-10-18(32)28-16(11-31)24(37)38/h12-17,19,31H,6-11,25H2,1-5H3,(H,26,33)(H,27,35)(H,28,32)(H,29,34)(H,37,38)	C24H42N6O8	5	-248.87229285968004	L-Serine, L-leucyl-L-valyl-L-prolyl-L-alanylglycyl-	CC(C)CC(C(=NC(C(C)C)C(=O)N1CCCC1C(=NC(C)C(=NCC(=NC(CO)C(=O)O)O)O)O)O)N	-3.06500006	""	PubChem:(71418236 78068097)
UGXPVNTTWHKARY	InChI=1S/C24H42N6O8/c1-12(2)10-15(20(33)28-16(11-31)21(34)29-19(13(3)4)24(37)38)27-22(35)17-6-5-9-30(17)23(36)14(25)7-8-18(26)32/h12-17,19,31H,5-11,25H2,1-4H3,(H2,26,32)(H,27,35)(H,28,33)(H,29,34)(H,37,38)	C24H42N6O8	6	-250.31359355917712	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2,5-diamino-5-oxopentanoyl]pyrrolidine-2-carbonyl]amino]-4-methylpentanoyl]amino]-3-hydroxypropanoyl]amino]-3-methylbutanoic acid	CC(C)CC(C(=NC(CO)C(=NC(C(C)C)C(=O)O)O)O)N=C(C1CCCN1C(=O)C(CCC(=N)O)N)O	-2.42799997	""	PubChem:(15980415)
AWLGBLUEYPWUBR	InChI=1S/C24H42N6O8/c1-5-14(4)20(25)23(37)26-10-18(32)28-15(9-13(2)3)21(35)29-16(12-31)24(38)30-8-6-7-17(30)22(36)27-11-19(33)34/h13-17,20,31H,5-12,25H2,1-4H3,(H,26,37)(H,27,36)(H,28,32)(H,29,35)(H,33,34)	C24H42N6O8	7	-254.85399952079743	Glycine, L-isoleucylglycyl-L-leucyl-L-seryl-L-prolyl-	CCC(C)C(C(=NCC(=NC(CC(C)C)C(=NC(CO)C(=O)N1CCCC1C(=NCC(=O)O)O)O)O)O)N	-3.13000011	""	PubChem:(25066035 91976232)
GVGMVORHAYGERJ	InChI=1S/C24H42N6O8/c1-11(2)17(28-16(32)10-26-21(34)15-8-7-9-25-15)22(35)30-19(14(6)31)23(36)27-13(5)20(33)29-18(12(3)4)24(37)38/h11-15,17-19,25,31H,7-10H2,1-6H3,(H,26,34)(H,27,36)(H,28,32)(H,29,33)(H,30,35)(H,37,38)	C24H42N6O8	8	-258.1541596743227	""	CC(C)C(C(=NC(C(C)O)C(=NC(C)C(=NC(C(C)C)C(=O)O)O)O)O)N=C(CN=C(C1CCCN1)O)O	-0.791000009	""	PubChem:(123738654);biological
SJEHGCFXRYVAQI	InChI=1S/C24H42N6O8/c1-13(2)8-15(25)21(34)28-16(9-14(3)4)22(35)27-10-19(32)26-11-20(33)30-7-5-6-18(30)23(36)29-17(12-31)24(37)38/h13-18,31H,5-12,25H2,1-4H3,(H,26,32)(H,27,35)(H,28,34)(H,29,36)(H,37,38)	C24H42N6O8	9	-259.8304694583856	2-[[1-[2-[[2-[[2-[(2-amino-4-methylpentanoyl)amino]-4-methylpentanoyl]amino]acetyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoic acid	CC(C)CC(C(=NC(CC(C)C)C(=NCC(=NCC(=O)N1CCCC1C(=NC(CO)C(=O)O)O)O)O)O)N	-2.91899991	""	PubChem:(19599162 70690139)
OOVHFTBADXSXIW	InChI=1S/C24H42N6O8/c1-11(2)9-14(20(33)28-15(24(37)38)10-17(25)32)27-21(34)16-7-6-8-30(16)23(36)19(13(5)31)29-22(35)18(26)12(3)4/h11-16,18-19,31H,6-10,26H2,1-5H3,(H2,25,32)(H,27,34)(H,28,33)(H,29,35)(H,37,38)	C24H42N6O8	10	-259.9290602017143	""	CC(C)CC(C(=NC(CC(=N)O)C(=O)O)O)N=C(C1CCCN1C(=O)C(C(C)O)N=C(C(C(C)C)N)O)O	-2.32599998	""	PubChem:(129012122);biological
