inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
FZTVOWUXCQPIAY	InChI=1S/C37H57NO7/c1-21-13-16-37(32(42)38-10)18-17-35(8)26(30(37)22(21)2)11-12-29-33(6)19-27(44-24(4)40)31(45-25(5)41)34(7,20-43-23(3)39)28(33)14-15-36(29,35)9/h11,21-22,27-31H,12-20H2,1-10H3,(H,38,42)	C37H57NO7	1	-249.9798229507723	""	CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(COC(=O)C)C5CCC43C)OC(=O)C)OC(=O)C)C2C1C)C(=NC)O	9.17500019	""	PubChem:(127031940)
FJNWVUGJSVZBKS	InChI=1S/C37H57NO7/c1-32(2)26-12-15-37(7)29(35(26,5)14-13-27(32)45-30(41)24(38)10-11-28(40)43-8)25(39)20-22-23-21-34(4,31(42)44-9)17-16-33(23,3)18-19-36(22,37)6/h20,23-24,26-27,29H,10-19,21,38H2,1-9H3	C37H57NO7	2	-273.2226390332649	""	CC1(C)C2CCC3(C)C(C(=O)C=C4C5CC(C)(CCC5(C)CCC43C)C(=O)OC)C2(C)CCC1OC(=O)C(CCC(=O)OC)N	7.02400017	""	PubChem:(53473703)
QDMBLLNSEHXQAS	InChI=1S/C37H61NO9/c1-9-29(44-8)25(4)33-34(47-33)35(38-27-15-11-10-12-16-27)37(7,43)20-13-14-23(2)32-24(3)17-18-30(45-26(5)39)36(6,42)21-19-28(40)22-31(41)46-32/h13-14,17-18,20,24-25,27-30,32-35,38,40,42-43H,9-12,15-16,19,21-22H2,1-8H3	C37H61NO9	3	-276.66972743050144	""	CCC(C(C)C1C(C(C(C)(C=CC=C(C)C2C(C)C=CC(C(C)(CCC(CC(=O)O2)O)O)OC(=O)C)O)NC3CCCCC3)O1)OC	3.60100007	""	PubChem:(46243845 58447076 75184578 123982186)
HRYSBPKTRSSZMU	InChI=1S/C37H57NO7/c1-21-11-14-33(6)17-18-35(8)23(28(33)22(21)2)19-24(39)29-34(7)15-13-26(44-27(40)20-38-31(43)45-32(3,4)5)37(10,30(41)42)25(34)12-16-36(29,35)9/h19,21-22,25-26,28-29H,11-18,20H2,1-10H3,(H,38,43)(H,41,42)	C37H57NO7	4	-282.07948633442373	(3R,4R,6aR,6bS,8aR,11R,12S,14bS)-4,6a,6b,8a,11,12,14b-heptamethyl-3-[2-[(2-methylpropan-2-yl)oxycarbonylamino]acetyl]oxy-14-oxo-1,2,3,4a,5,6,7,8,9,10,11,12,12a,14a-tetradecahydropicene-4-carboxylic acid	CC1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(C(C)(C5CCC43C)C(=O)O)OC(=O)CN=C(O)OC(C)(C)C)C2C1C	9.15699959	""	PubChem:(11563568)
NYSSYMMNLKBUAJ	InChI=1S/C37H59NO8/c1-21(2)22(3)33(5)15-16-35(7)25-10-11-28-34(6)19-44-20-37(28,26(25)13-14-36(35,8)30(33)32(42)43)17-27(45-23(4)40)31(34)46-29(41)12-9-24(38)18-39/h13,21-22,24-25,27-28,30-31,39H,9-12,14-20,38H2,1-8H3,(H,42,43)	C37H59NO8	5	-283.6445961521008	""	CC(C)C(C)C1(C)CCC2(C)C3CCC4C5(C)COCC4(CC(C5OC(=O)CCC(CO)N)OC(=O)C)C3=CCC2(C)C1C(=O)O	7.01000023	""	PubChem:(25257810 44537446 58346801 67310846 87350971)
SXCRUDYOFQQYBW	InChI=1S/C37H57NO7/c1-32(2)27-8-12-37(7)30(35(27,5)11-9-28(32)40)26(39)22-24-25-23-34(4,14-13-33(25,3)15-16-36(24,37)6)31(43)38-17-19-45-21-20-44-18-10-29(41)42/h22,25,27,30H,8-21,23H2,1-7H3,(H,38,43)(H,41,42)	C37H57NO7	6	-285.54829617542714	""	CC1(C)C2CCC3(C)C(C(=O)C=C4C5CC(C)(CCC5(C)CCC43C)C(=NCCOCCOCCC(=O)O)O)C2(C)CCC1=O	5.50600004	""	PubChem:(70863849)
YPYDMDIIQCCKGW	InChI=1S/C37H57NO7/c1-22(20-43-23(2)39)26-12-17-37(32(42)38-9)19-18-35(7)27(31(26)37)10-11-29-33(5)15-14-30(45-25(4)41)34(6,21-44-24(3)40)28(33)13-16-36(29,35)8/h26-31H,1,10-21H2,2-9H3,(H,38,42)	C37H57NO7	7	-285.55576234760235	""	C=C(COC(=O)C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(C(C)(COC(=O)C)C5CCC43C)OC(=O)C)C12)C(=NC)O	8.98799992	""	PubChem:(45138569 118066231)
GDGBNEQBCHEYCT	InChI=1S/C37H57NO7/c1-22(2)25-12-17-37(32(42)38-20-30(41)43-9)19-18-35(7)26(31(25)37)10-11-28-33(5)15-14-29(45-24(4)40)34(6,21-44-23(3)39)27(33)13-16-36(28,35)8/h25-29,31H,1,10-21H2,2-9H3,(H,38,42)	C37H57NO7	8	-289.1818836871258	""	C=C(C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(C(C)(COC(=O)C)C5CCC43C)OC(=O)C)C12)C(=NCC(=O)OC)O	9.31999969	""	PubChem:(45487971)
KKXYREIQFHPZIP	InChI=1S/C37H59NO8/c1-23(7-10-34(42)44-18-15-38-13-16-43-17-14-38)29-8-9-30-35-31(22-33(37(29,30)6)46-26(4)41)36(5)12-11-27(19-24(2)39)20-28(36)21-32(35)45-25(3)40/h23,27-33,35H,7-22H2,1-6H3	C37H59NO8	9	-305.9606769214125	""	CC(CCC(=O)OCCN1CCOCC1)C2CCC3C4C(CC(C23C)OC(=O)C)C5(C)CCC(CC(=O)C)CC5CC4OC(=O)C	6.68900013	""	PubChem:(89474930)
GRASJCJYHNJKLU	InChI=1S/C33H57N7O7/c1-20(2)17-26(31(44)40-28(33(46)47)18-21(3)4)38-32(45)27(19-22-11-13-23(41)14-12-22)39-30(43)25(10-6-8-16-35)37-29(42)24(36)9-5-7-15-34/h11-14,20-21,24-28,41H,5-10,15-19,34-36H2,1-4H3,(H,37,42)(H,38,45)(H,39,43)(H,40,44)(H,46,47)	C33H57N7O7	10	-315.0790048381859	""	CC(C)CC(C(=NC(CC(C)C)C(=O)O)O)N=C(C(CC1=CC=C(C=C1)O)N=C(C(CCCCN)N=C(C(CCCCN)N)O)O)O	0.347000003	""	PubChem:(101251480)
