inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
NZVKXHPJPYGJGO	InChI=1S/C5H13O4P/c1-3-4-5-8-9-10(2,6)7/h3-5H2,1-2H3,(H,6,7)	C5H13O4P	1	-82.26691106522155	""	CCCCOOP(=O)(C)O	0.742999971	""	PubChem:(88436125)
HFSICFXUTKFXFW	InChI=1S/C5H13O4P/c1-9-4-2-3-5-10(6,7)8/h2-5H2,1H3,(H2,6,7,8)	C5H13O4P	2	-87.21030048596148	""	COCCCCP(=O)(O)O	-0.791000009	""	PubChem:(53874898)
IPFPRHIQJJJXMU	InChI=1S/C5H13O4P/c1-8-4-3-5-9-10(2,6)7/h3-5H2,1-2H3,(H,6,7)	C5H13O4P	3	-88.00021454784749	""	COCCCOP(=O)(C)O	-0.564999998	""	PubChem:(58427792)
CBKCBKDULRRKJN	InChI=1S/C5H13O4P/c1-4(6)5(2)9-10(3,7)8/h4-6H,1-3H3,(H,7,8)	C5H13O4P	4	-90.63214883942838	""	CC(C(C)OP(=O)(C)O)O	-0.522000015	""	PubChem:(117931762)
VVPIOJRUCSFBBJ	InChI=1S/C5H13O4P/c1-8-10(7,9-2)5-3-4-6/h6H,3-5H2,1-2H3	C5H13O4P	5	-91.29314454085197	Phosphonic acid, (3-hydroxypropyl)-, dimethyl ester	COP(=O)(CCCO)OC	-0.629999995	""	PubChem:(12594216)
ZXRICYXYNYUQOY	InChI=1S/C5H13O4P/c1-2-3-4-5-8-9-10(6)7/h6-7H,2-5H2,1H3	C5H13O4P	6	-92.31426464483451	""	CCCCCOOP(O)O	0.716000021	""	PubChem:(88619516)
GMSOIBLTSDGVEX	InChI=1S/C5H13O4P/c1-4-5-9-10(6,7-2)8-3/h4-5H2,1-3H3	C5H13O4P	7	-94.43311042751317	Phosphoric acid, dimethyl propyl ester	CCCOP(=O)(OC)OC	0.0909999982	""	PubChem:(12494392)
NSDKXZXTHIVPTN	InChI=1S/C5H13O4P/c1-2-3-9-4-5-10(6,7)8/h2-5H2,1H3,(H2,6,7,8)	C5H13O4P	8	-94.76209675491043	2-propoxyethylphosphonic acid	CCCOCCP(=O)(O)O	-0.726000011	""	PubChem:(20237577)
YSBXRZMPPWLJPF	InChI=1S/C5H13O4P/c1-2-3-4-5-8-10(7)9-6/h6-7H,2-5H2,1H3	C5H13O4P	9	-96.1749272117236	""	CCCCCOP(O)OO	0.639999986	""	PubChem:(88393701)
QRRSTRZMSKJJSE	InChI=1S/C5H13O4P/c1-7-4-5-10(6,8-2)9-3/h4-5H2,1-3H3	C5H13O4P	10	-96.3291717551393	Phosphonic acid, (2-methoxyethyl)-, dimethyl ester	COCCP(=O)(OC)OC	-0.469000012	""	PubChem:(12792804)
ZYKYSUFRHORLTF	InChI=1S/C5H13O4P/c1-2-3-4-5-10(7,8)9-6/h6H,2-5H2,1H3,(H,7,8)	C5H13O4P	11	-96.99265060660159	""	CCCCCP(=O)(O)OO	0.65200001	""	PubChem:(88210713)
LRZNPOPLELIWMF	InChI=1S/C5H13O4P/c1-5(9-2)3-4-10(6,7)8/h5H,3-4H2,1-2H3,(H2,6,7,8)	C5H13O4P	12	-99.06395482504134	Phosphonic acid, (3-methoxybutyl)-	CC(CCP(=O)(O)O)OC	-0.68900001	""	PubChem:(71362220)
DNNUUTAVMJAIKT	InChI=1S/C5H13O4P/c6-4-2-1-3-5-10(7,8)9/h6H,1-5H2,(H2,7,8,9)	C5H13O4P	13	-99.97414192671799	5-hydroxypentylphosphonic acid	C(CCO)CCP(=O)(O)O	-0.952000022	""	PubChem:(22708565)
NVTPMUHPCAUGCB	InChI=1S/C5H13O4P/c1-2-3-4-5-9-10(6,7)8/h2-5H2,1H3,(H2,6,7,8)	C5H13O4P	14	-100.06312291129701	Monoamyl phosphate	CCCCCOP(=O)(O)O	0.191	""	PubChem:(61572);YMDB Mine;KEGG Mine
HAGSKRNXLIGXOT	InChI=1S/C5H13O4P/c1-2-10(7,8)9-5-3-4-6/h6H,2-5H2,1H3,(H,7,8)	C5H13O4P	15	-100.99381706786357	""	CCP(=O)(O)OCCCO	-0.726000011	""	PubChem:(88552782)
SPSGSQIUFBBUIE	InChI=1S/C5H13O4P/c1-3-4-5-9-10(6,7)8-2/h3-5H2,1-2H3,(H,6,7)	C5H13O4P	16	-101.49902360519776	ACMC-20lijn	CCCCOP(=O)(O)OC	0.141000003	""	PubChem:(20510314 22497508)
FCBBJHWGZFTUSU	InChI=1S/C5H13O4P/c1-3-4-5(9-2)10(6,7)8/h5H,3-4H2,1-2H3,(H2,6,7,8)	C5H13O4P	17	-102.3852625859998	""	CCCC(OC)P(=O)(O)O	-0.477999985	""	PubChem:(88388100)
