inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
BANPDDPPSGYONH	InChI=1S/C14H18N2O6P2/c1-3-21-23(17,18)13-9-5-7-11(15-13)12-8-6-10-14(16-12)24(19,20)22-4-2/h5-10H,3-4H2,1-2H3,(H,17,18)(H,19,20)	C14H18N2O6P2	1	-221.83419946588563	ethoxy-[6-[6-[ethoxy(hydroxy)phosphoryl]pyridin-2-yl]pyridin-2-yl]phosphinic acid	CCOP(=O)(C1=CC=CC(=N1)C2=CC=CC(=N2)P(=O)(O)OCC)O	0.0560000017	""	PubChem:(11611391)
IFIKIINSNRTUNM	InChI=1S/C14H18N2O6P2/c1-3-21-23(17,18)11-5-7-13(15-9-11)14-8-6-12(10-16-14)24(19,20)22-4-2/h5-10H,3-4H2,1-2H3,(H,17,18)(H,19,20)	C14H18N2O6P2	2	-222.49037802878158	""	CCOP(=O)(C1=CN=C(C=C1)C2=CC=C(C=N2)P(=O)(O)OCC)O	-0.122000001	""	PubChem:(101267762)
CJNNDPLFFZCEMI	InChI=1S/C17H10N2O7/c20-13-8-14(17(22)23)26-15-11(13)5-2-6-12(15)18-16(21)9-3-1-4-10(7-9)19(24)25/h1-8H,(H,18,21)(H,22,23)	C17H10N2O7	3	-226.24442507511867	""	C1=CC(=CC(=C1)C(=NC2=C3C(=CC=C2)C(=O)C=C(C(=O)O)O3)O)N(=O)=O	2.47199988	""	PubChem:(71735033)
NRLBYUWCQVFTOK	InChI=1S/C14H18N2O6P2/c17-23(18,19)9-7-11-3-1-5-13(15-11)14-6-2-4-12(16-14)8-10-24(20,21)22/h1-6H,7-10H2,(H2,17,18,19)(H2,20,21,22)	C14H18N2O6P2	4	-228.3901260531786	""	C1=CC(=NC(=C1)CCP(=O)(O)O)C2=NC(=CC=C2)CCP(=O)(O)O	-1.12800002	""	PubChem:(58175870)
KUGUIPNHGMIEKO	InChI=1S/C14H18N2O6P2/c1-3-21-23(17,18)11-5-7-15-13(9-11)14-10-12(6-8-16-14)24(19,20)22-4-2/h5-10H,3-4H2,1-2H3,(H,17,18)(H,19,20)	C14H18N2O6P2	5	-236.50217568582164	""	CCOP(=O)(C1=CC=NC(=C1)C2=NC=CC(=C2)P(=O)(O)OCC)O	-0.122000001	""	PubChem:(101267761)
REDDAESVISWPKA	InChI=1S/C17H10N2O7/c20-15(18-11-3-1-2-9(6-11)16(21)22)13-8-10-7-12(19(24)25)4-5-14(10)26-17(13)23/h1-8H,(H,18,20)(H,21,22)	C17H10N2O7	6	-241.0570540628536	Oprea1_750042	C1=CC(=CC(=C1)C(=O)O)N=C(C2=CC3=C(C=CC(=C3)N(=O)=O)OC2=O)O	2.90100002	""	PubChem:(1035041 5058732)
AOEBKCLSTUYIIE	InChI=1S/C18H8N6O4/c25-15-9-5-11-12(18(28)24(17(11)27)14-8-20-2-4-22-14)6-10(9)16(26)23(15)13-7-19-1-3-21-13/h1-8H	C18H8N6O4	7	-249.57002849928767	""	C1=NC=C(N=C1)N2C(=O)C3=C(C=C4C(=C3)C(=O)N(C5=CN=CC=N5)C4=O)C2=O	-0.173999995	""	PubChem:(101850188)
UPOUKMQUFHXJIK	InChI=1S/C18H8N6O4/c25-13-9-7-11-12(16(28)24(15(11)27)18-21-5-2-6-22-18)8-10(9)14(26)23(13)17-19-3-1-4-20-17/h1-8H	C18H8N6O4	8	-253.8682751833793	Ambcb5628215	C1=CN=C(N=C1)N2C(=O)C3=C(C=C4C(=C3)C(=O)N(C4=O)C5=NC=CC=N5)C2=O	0.247999996	""	PubChem:(1352744)
NGMRZSDFILVFOG	InChI=1S/C17H10N2O7/c20-8-7-10-3-2-6-13-15(21)14(19(24)25)17(26-16(10)13)11-4-1-5-12(9-11)18(22)23/h1-6,8-9H,7H2	C17H10N2O7	9	-261.35274090210174	""	C1=CC(=CC(=C1)N(=O)=O)C2=C(C(=O)C3=C(C(=CC=C3)CC=O)O2)N(=O)=O	3.58200002	""	PubChem:(51035090)
MRHSAMXGEIJRFV	InChI=1S/C17H10N2O7/c20-15(18-13-4-2-1-3-11(13)16(21)22)12-8-9-7-10(19(24)25)5-6-14(9)26-17(12)23/h1-8H,(H,18,20)(H,21,22)	C17H10N2O7	10	-265.15898505378425	2-[(6-nitro-2-oxochromene-3-carbonyl)amino]benzoic acid	C1=CC(=C(C=C1)N=C(C2=CC3=C(C=CC(=C3)N(=O)=O)OC2=O)O)C(=O)O	2.90100002	""	PubChem:(3772159)
ZRHVUGMGRHWHBO	InChI=1S/C17H12N2O8/c1-2-15(20)18-13-5-3-9(7-11(13)16(21)22)27-10-4-6-14(19(25)26)12(8-10)17(23)24/h2-8H,1H2,(H,18,20)(H,21,22)(H,23,24)	C17H12N2O8	11	-268.9564524854018	""	C=CC(=NC1=CC=C(C=C1C(=O)O)OC2=CC=C(C(=C2)C(=O)O)N(=O)=O)O	2.47300005	""	PubChem:(66899820)
GPNQGFUMXBFPFE	InChI=1S/C14H20N2O7P2/c17-14(24(18,19)20,25(21,22)23)10-16-9-13(15-11-16)8-4-7-12-5-2-1-3-6-12/h1-3,5-6,9,11,17H,4,7-8,10H2,(H2,18,19,20)(H2,21,22,23)	C14H20N2O7P2	12	-278.19458120913805	""	C1=CC=C(C=C1)CCCC2=CN(CC(O)(P(=O)(O)O)P(=O)(O)O)C=N2	-1.36500001	""	PubChem:(46831129)
AHNBCWQGYNNGIR	InChI=1S/C17H10N2O7/c20-16(10-5-9-3-1-2-4-13(9)26-17(10)21)18-11-6-14-15(25-8-24-14)7-12(11)19(22)23/h1-7H,8H2,(H,18,20)	C17H10N2O7	13	-279.9765081867771	N-(6-nitro-1,3-benzodioxol-5-yl)-2-oxochromene-3-carboxamide	C1=CC2=C(C=C1)OC(=O)C(=C2)C(=NC3=C(C=C4C(=C3)OCO4)N(=O)=O)O	2.7750001	""	PubChem:(2980474)
SIDOWLWZPZFKJI	InChI=1S/C17H12N2O8/c1-25-15-7-11(13(19(23)24)8-16(15)26-2)12-6-9-5-10(18(21)22)3-4-14(9)27-17(12)20/h3-8H,1-2H3	C17H12N2O8	14	-281.79902615229776	Ambcb5616154	COC1=CC(=C(C=C1OC)N(=O)=O)C2=CC3=CC(=CC=C3OC2=O)N(=O)=O	2.97799993	""	PubChem:(2253092)
LKGJAXSDXSEENZ	InChI=1S/C17H12N2O8/c20-9-5-1-3-7(11(9)13(22)23)17(15(26)18-16(27)19-17)8-4-2-6-10(21)12(8)14(24)25/h1-6,20-21H,(H,22,23)(H,24,25)(H2,18,19,26,27)	C17H12N2O8	15	-282.13369363002744	""	C1=CC(=C(C(=C1)C2(C3=CC=CC(=C3C(=O)O)O)C(=NC(=N2)O)O)C(=O)O)O	2.61999989	""	PubChem:(70582488)
GTOHQOHDIFMKDS	InChI=1S/C14H18N2O6P2/c1-10-2-4-15-13(6-10)14-7-11(3-5-16-14)12(8-23(17,18)19)9-24(20,21)22/h2-7,12H,8-9H2,1H3,(H2,17,18,19)(H2,20,21,22)	C14H18N2O6P2	16	-282.37692178674	""	CC1=CC=NC(=C1)C2=NC=CC(=C2)C(CP(=O)(O)O)CP(=O)(O)O	-1.05499995	""	PubChem:(58175959)
AAJNXWQKBJJUIO	InChI=1S/C17H10N2O7/c1-26-17-9(6-10(18(22)23)8-14(17)19(24)25)7-13-15(20)11-4-2-3-5-12(11)16(13)21/h2-8H,1H3	C17H10N2O7	17	-282.5500291699389	""	COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)C=C2C(=O)C3=C(C=CC=C3)C2=O	2.99699998	""	PubChem:(125726129)
WQOZIGIJXJOPOP	InChI=1S/C14H20N2O7P2/c17-14(24(18,19)20,25(21,22)23)10-16-11-15-9-13(16)8-4-7-12-5-2-1-3-6-12/h1-3,5-6,9,11,17H,4,7-8,10H2,(H2,18,19,20)(H2,21,22,23)	C14H20N2O7P2	18	-288.7925562417813	""	C1=CC=C(C=C1)CCCC2=CN=CN2CC(O)(P(=O)(O)O)P(=O)(O)O	-1.67900002	""	PubChem:(46239864)
RKRJJKDKHIMTHI	InChI=1S/C17H10N2O7/c20-15(18-11-3-1-9(2-4-11)16(21)22)13-8-10-7-12(19(24)25)5-6-14(10)26-17(13)23/h1-8H,(H,18,20)(H,21,22)	C17H10N2O7	19	-289.1786114377371	Oprea1_174450	C1=C(C=CC(=C1)NC(=O)C2=CC3=C(C=CC(=C3)N(=O)=O)OC2=O)C(=O)O	2.17000008	""	PubChem:(1161060 6971912)
IUPOIPQVLPRRNK	InChI=1S/C17H10N2O7/c20-17(26-15-7-2-1-6-13(15)19(23)24)16-9-8-14(25-16)11-4-3-5-12(10-11)18(21)22/h1-10H	C17H10N2O7	20	-295.7885504528627	(2-nitrophenyl) 5-(3-nitrophenyl)furan-2-carboxylate	C1=CC(=C(C=C1)OC(=O)C2=CC=C(C3=CC(=CC=C3)N(=O)=O)O2)N(=O)=O	3.96099997	""	PubChem:(4149565)
CIMHDBDMKDNVCC	InChI=1S/C17H10N2O7/c20-14(21)8-18-16(23)12-5-4-10(7-13(12)17(18)24)15(22)9-2-1-3-11(6-9)19(25)26/h1-7H,8H2,(H,20,21)	C17H10N2O7	21	-296.926843026876	Oprea1_863329	C1=CC(=CC(=C1)C(=O)C2=CC=C3C(=C2)C(=O)N(CC(=O)O)C3=O)N(=O)=O	1.96200001	""	PubChem:(1364268 6982308)
YMNZOJRQELFXDT	InChI=1S/C17H12N2O8/c20-16(26-14-8-4-12(5-9-14)18(22)23)2-1-3-17(21)27-15-10-6-13(7-11-15)19(24)25/h1-2,4-11H,3H2	C17H12N2O8	22	-297.51827603673047	""	C(=CC(=O)OC1=CC=C(C=C1)N(=O)=O)CC(=O)OC2=CC=C(C=C2)N(=O)=O	3.28399992	""	PubChem:(89094820)
BOFCNZKHCXHLLX	InChI=1S/C17H10N2O7/c18-15(20)13-7-9-4-5-12(8-14(9)26-17(13)22)25-16(21)10-2-1-3-11(6-10)19(23)24/h1-8H,(H2,18,20)	C17H10N2O7	23	-298.3999523080737	(3-carbamoyl-2-oxochromen-7-yl) 3-nitrobenzoate	C1=CC(=CC(=C1)C(=O)OC2=CC3=C(C=C2)C=C(C(=O)N)C(=O)O3)N(=O)=O	2.40199995	""	PubChem:(19186107)
DTLHWKBNZVTZJU	InChI=1S/C17H12N2O8/c1-26-7-2-3-8-11(6-7)27-17(25)13(14(8)21)19-15(22)9-4-5-10(20)12(18-9)16(23)24/h2-6,20-21H,1H3,(H,19,22)(H,23,24)	C17H12N2O8	24	-298.6734626746465	Rubradiricacid B	COC1=CC2=C(C=C1)C(=C(C(=O)O2)NC(=O)C3=CC=C(C(=N3)C(=O)O)O)O	0.159999996	""	PubChem:(54693773);biological
